"","Symbol","A13A"
"358","ADSS",10.4008740768996
"359","ADSSL1",10.6568855269332
"360","ADTRP",6.55748466956522
"361","AEBP1",14.1542024145824
"362","AEBP2",10.8434284993073
"363","AEN",9.58547182601546
"364","AES",13.0612959084146
"365","AFAP1",10.9311132365906
"366","AFAP1-AS1",6.86211069776186
"367","AFAP1L1",10.444074043731
"368","AFAP1L2",11.2925669680776
"369","AFDN",13.4972672885662
"370","AFDN-AS1",7.68743007591166
"371","AFF1",14.2303875800483
"372","AFF2",7.26686420773858
"373","AFF3",10.4215766369093
"374","AFF4",13.4333834181172
"375","AFG3L1P",10.3694791774658
"376","AFG3L2",12.1588607063172
"377","AFM",12.5308951405595
"378","AFMID",12.884402465082
"379","AFTPH",12.2539677704827
"380","AGA",9.38242218842101
"381","AGAP1",12.9880879956436
"382","AGAP1-IT1",8.48131483519644
"383","AGAP11",9.39674769657622
"384","AGAP12P",8.67948506433621
"385","AGAP2",8.05769768084938
"386","AGAP3",11.2939032973674
"387","AGAP4",8.29480377806885
"388","AGAP5",8.78553585258854
"389","AGAP6",9.42825403270327
"390","AGBL2",6.74030433060901
"391","AGBL3",8.08755668055758
"392","AGBL4",8.48131483519644
"393","AGBL5",11.591846979303
"394","AGFG1",11.5904323692347
"395","AGFG2",10.7082894933476
"396","AGGF1",10.996298841481
"397","AGK",10.6602141774203
"398","AGL",11.6943924585696
"399","AGMAT",14.548075764171
"400","AGMO",9.243936644236
"401","AGO1",12.3747428073199
"402","AGO2",12.4660487679779
"403","AGO3",10.9468464316974
"404","AGO4",11.0264856689109
"405","AGPAT1",0.517137943880197
"406","AGPAT2",10.7704942143884
"407","AGPAT3",14.5167481476032
"408","AGPAT4",10.0543952182761
"409","AGPAT4-IT1",6.96489215426465
"410","AGPAT5",10.4647850465561
"411","AGPS",11.2752899784338
"412","AGR2",7.1448909319765
"413","AGRN",14.493952327907
"414","AGRP",6.96489215426465
"415","AGT",12.9949209555733
"416","AGTPBP1",10.3212152625204
"417","AGTR1",9.50599008774538
"418","AGTR2",4.70278789275704
"419","AGTRAP",11.0686569300884
"420","AGXT",11.4515223603836
"421","AGXT2",14.3309213439781
"422","AHCTF1",11.9763746623109
"423","AHCY",13.4130167645914
"424","AHCYL1",13.226512709085
"425","AHCYL2",12.3547556980363
"426","AHDC1",12.1333685108822
"427","AHI1",10.6245601630569
"428","AHNAK",16.847908660538
"429","AHNAK2",10.6926651576285
"430","AHR",11.8956359372979
"431","AHRR",5.69487749649034
"432","AHSA1",11.2168600406943
"433","AHSA2",12.4798214394466
"434","AHSG",6.2197579918863
"435","AHSP",0.945074371144915
"436","AIDA",10.1145476970849
"437","AIF1L",14.0364500080458
"438","AIFM1",13.2895059956086
"439","AIFM2",10.0263462802899
"440","AIFM3",8.75526287455426
"441","AIG1",12.2357347429007
"442","AIM1",12.4646391265627
"443","AIM1L",4.54237046582629
"444","AIM2",5.05483608028621
"445","AIMP1",9.89689517332071
"446","AIMP2",9.1053639903013
"447","AIP",10.9278409098603
"448","AIRE",3.53828715327242
"449","AIRN",7.19173604566544
"450","AJAP1",10.355856779626
"451","AJUBA",11.7144148445729
"452","AK1",9.48001121075724
"453","AK2",13.5205086661654
"454","AK3",11.7699563055177
"455","AK4",14.4539852868192
"456","AK5",8.05769768084938
"457","AK6",7.73796779995114
"458","AK7",7.5548984184038
"459","AK8",8.08755668055758
"460","AK9",9.76673282554849
"461","AKAP1",12.186263300936
"462","AKAP10",11.0557960797238
"463","AKAP11",12.7494356637958
"464","AKAP12",13.0799340848693
"465","AKAP13",13.7907282103004
"466","AKAP3",7.68743007591166
"467","AKAP5",8.55533840979241
"468","AKAP6",10.6258223843309
"469","AKAP7",8.11397733949227
"470","AKAP8",11.3284033463079
"471","AKAP8L",11.9487145447899
"472","AKAP9",13.0251174409635
"473","AKIP1",8.86367432336361
"474","AKIRIN1",11.4415236133931
"475","AKIRIN2",10.1400787172964
"476","AKNA",11.6559835028088
"477","AKR1A1",13.7886038471122
"478","AKR1B1",11.0622176010577
"479","AKR1B10",6.86211069776186
"480","AKR1C1",10.3662656820269
"481","AKR1C2",7.78456998195587
"482","AKR1C3",12.172235522665
"483","AKR1E2",8.37924937839945
"484","AKR7A2",12.970300030081
"485","AKR7A3",12.4811983635224
"486","AKR7L",9.30424043071695
"487","AKT1",12.4617786244675
"488","AKT1S1",10.8824744757587
"489","AKT2",12.8813349733456
"490","AKT3",11.6281857344605
"491","AKTIP",10.4207400209598
"492","ALAD",13.505102881182
"493","ALAS1",11.0209275249434
"494","ALAS2",6.30462490922232
"495","ALB",12.4973096557223
"496","ALCAM",11.7086749240055
"497","ALDH16A1",11.5441759136308
"498","ALDH18A1",11.1613708235199
"499","ALDH1A1",13.6160033270662
"500","ALDH1A2",10.6004357795726
"501","ALDH1A3",8.3664897679836
"502","ALDH1B1",13.4540185372707
"503","ALDH1L1",13.8835311496852
"504","ALDH1L1-AS1",6.71908116205371
"505","ALDH1L1-AS2",8.0633749225959
"506","ALDH1L2",7.78456998195587
"507","ALDH2",14.6339297985938
"508","ALDH3A1",5.87610422710403
"509","ALDH3A2",13.7746877034696
"510","ALDH3B1",11.6473804726199
"511","ALDH4A1",15.6488518254665
"512","ALDH5A1",12.2320153545467
"513","ALDH6A1",15.2568239129283
"514","ALDH7A1",13.4201425632439
"515","ALDH8A1",12.6635122123332
"516","ALDH9A1",12.8615737976148
"517","ALDOA",14.4403114680718
"518","ALDOB",18.3706901748067
"519","ALDOC",8.75526287455426
"520","ALG1",9.9954928808805
"521","ALG10",7.83351782880218
"522","ALG10B",8.71238636759408
"523","ALG11",8.35567029907696
"524","ALG12",11.0487781521578
"525","ALG13",10.9248160873342
"526","ALG14",8.57403587381721
"527","ALG1L9P",7.35167419354071
"528","ALG2",10.6809855146689
"529","ALG3",10.062617096113
"530","ALG5",9.60118896433556
"531","ALG6",7.99175769371581
"532","ALG8",9.56477431068434
"533","ALG9",10.2883798827076
"534","ALK",7.64872827191806
"535","ALKBH1",8.90345486649669
"536","ALKBH2",8.24458870371375
"537","ALKBH3",9.20624671348921
"538","ALKBH3-AS1",7.08718137956048
"539","ALKBH4",9.28823511333525
"540","ALKBH5",13.0260782453765
"541","ALKBH6",8.84254754514501
"542","ALKBH7",10.9570543942946
"543","ALKBH8",9.0605539114056
"544","ALLC",8.82169915884896
"545","ALMS1",12.5847191249058
"546","ALMS1P1",6.96489215426465
"547","ALOX12",9.73998428381472
"548","ALOX12-AS1",6.7847684071751
"549","ALOX12B",6.18506392186799
"550","ALOX12P2",9.53183905630016
"551","ALOX15",3.53828715327242
"552","ALOX5",9.30803760373403
"553","ALOX5AP",7.57653762181147
"554","ALPI",7.10594021653048
"555","ALPK1",10.2519856333897
"556","ALPK2",12.5027000133517
"557","ALPK3",11.8849403452946
"558","ALPL",12.7329261762304
"559","ALS2",11.7544197742503
"560","ALS2CL",12.5368823023943
"561","ALS2CR12",7.78456998195587
"562","ALX1",6.51358503244404
"563","ALX3",8.21660887253064
"564","ALX4",5.55063930251565
"565","ALYREF",9.22384795578658
"566","AMACR",8.78965491370935
"567","AMBP",8.9863717368419
"568","AMBRA1",11.7329200600508
"569","AMD1",11.1752336718828
"570","AMDHD1",9.243936644236
"571","AMDHD2",11.3250588219262
"572","AMER1",11.0366559577006
"573","AMFR",13.192450312354
"574","AMIGO1",8.98984076281133
"575","AMIGO2",8.68412993180046
"576","AMIGO3",9.47487074306243
"577","AMMECR1",9.18108453741229
"578","AMMECR1L",10.8061188617177
"579","AMN",13.1523555477171
"580","AMN1",8.27889655717318
"581","AMOT",12.3247081130148
"582","AMOTL1",12.2277688086749
"583","AMOTL2",13.0490651755815
"584","AMPD1",3.80996349472073
"585","AMPD2",11.394499491394
"586","AMPD3",10.2930133039594
"587","AMPH",7.2536464795389
"588","AMT",11.3561968532377
"589","AMY2B",10.7739929045376
"590","AMZ1",8.67184127281148
"591","AMZ2",10.9122536153821
"592","AMZ2P1",8.00738269428274
"593","ANAPC1",11.3273480210728
"594","ANAPC10",7.93606559799111
"595","ANAPC11",9.85749150855501
"596","ANAPC13",10.2156413802218
"597","ANAPC15",7.57653762181147
"598","ANAPC16",11.7970560984862
"599","ANAPC2",11.4734659430433
"600","ANAPC4",9.74201348349951
"601","ANAPC5",12.1347421699243
"602","ANAPC7",10.9968985854142
"603","ANG",7.45439058501553
"604","ANGEL1",11.1206092806233
"605","ANGEL2",10.5934953710627
"606","ANGPT1",10.0301001349956
"607","ANGPT2",8.29480377806885
"608","ANGPT4",5.97119693896428
"609","ANGPTL1",9.23498613917647
"610","ANGPTL2",10.6795015046104
"611","ANGPTL3",11.6559835028088
"612","ANGPTL4",7.49395938529444
"613","ANGPTL6",4.98257685190022
"614","ANGPTL7",8.27889655717318
"615","ANGPTL8",7.98451665682308
"616","ANK1",7.72004004128206
"617","ANK2",14.9515925757111
"618","ANK3",14.2381650069421
"619","ANKAR",9.13580913123537
"620","ANKDD1A",8.9569528417632
"621","ANKDD1B",9.34996446779588
"622","ANKEF1",8.60236998159996
"623","ANKFY1",12.5627006158822
"624","ANKH",11.706161133883
"625","ANKHD1",6.96489215426465
"626","ANKIB1",12.6492408593145
"627","ANKLE2",11.6303059320157
"628","ANKMY1",9.89110068480023
"629","ANKMY2",9.89333236672689
"630","ANKRA2",8.89141954990203
"631","ANKRD10",11.9276086193539
"632","ANKRD11",12.7085498344429
"633","ANKRD12",11.9729625932941
"634","ANKRD13A",11.2266753779209
"635","ANKRD13B",7.564849802314
"636","ANKRD13C",10.4587575115408
"637","ANKRD13D",10.2440480183697
"638","ANKRD16",9.1053639903013
"639","ANKRD17",13.4522086634214
"640","ANKRD18A",8.0409601162574
"641","ANKRD18CP",7.61100584552657
"642","ANKRD19P",7.84021370977466
"643","ANKRD2",7.57653762181147
"644","ANKRD20A4",0.945074371144915
"645","ANKRD20A5P",6.38216736918173
"646","ANKRD20A8P",7.36197875019307
"647","ANKRD22",6.41099586650053
"648","ANKRD23",9.12095475716295
"649","ANKRD24",9.53183905630016
"650","ANKRD26",10.7611446686732
"651","ANKRD27",11.0790982110489
"652","ANKRD28",11.4678347312942
"653","ANKRD29",7.77742615090556
"654","ANKRD33B",12.9166480772259
"655","ANKRD34A",6.99733962006783
"656","ANKRD34B",6.96489215426465
"657","ANKRD35",5.40755456601902
"658","ANKRD36",11.0244343765095
"659","ANKRD36B",10.8805550485343
"660","ANKRD36BP1",9.69973116107739
"661","ANKRD36BP2",4.98257685190022
"662","ANKRD36C",10.7369046455016
"663","ANKRD37",7.01370275133509
"664","ANKRD39",8.0409601162574
"665","ANKRD40",11.3250588219262
"666","ANKRD42",10.1661126957272
"667","ANKRD44",10.4961793573676
"668","ANKRD44-IT1",7.70601978727036
"669","ANKRD45",6.9319163754088
"670","ANKRD46",10.1083405117076
"671","ANKRD49",8.2111011063919
"672","ANKRD50",10.9052349472466
"673","ANKRD52",12.8042938647005
"674","ANKRD53",6.53369856981529
"675","ANKRD54",10.2222424469465
"676","ANKRD55",6.7847684071751
"677","ANKRD6",10.0816498148606
"678","ANKRD61",7.81828951883747
"679","ANKRD62P1-PARP4P3",5.69487749649034
"680","ANKRD63",7.5548984184038
"681","ANKRD65",6.51358503244404
"682","ANKRD9",9.91376126149053
"683","ANKS1A",12.3005505038315
"684","ANKS1B",10.1501829597885
"685","ANKS3",10.8229701250249
"686","ANKS4B",11.0991183636534
"687","ANKS6",11.4166722563543
"688","ANKZF1",11.3876919123783
"689","ANLN",6.24414768971317
"690","ANO1",10.3319652707792
"691","ANO10",11.2677668172522
"692","ANO2",7.34062931345516
"693","ANO3",9.18108453741229
"694","ANO4",5.40755456601902
"695","ANO5",9.51536638760257
"696","ANO6",12.8560354011596
"697","ANO7",8.45407215426452
"698","ANO8",10.585124822873
"699","ANO9",10.6654126186735
"700","ANOS1",7.21420944893176
"701","ANP32A",11.7622259787652
"702","ANP32A-IT1",9.34623211443408
"703","ANP32B",11.0122488561838
"704","ANP32E",10.4372130596446
"705","ANPEP",16.6807203382782
"706","ANTXR1",11.7599205841715
"707","ANTXR2",11.1540237315539
"708","ANTXRLP1",5.28366574344876
"709","ANXA1",10.8593407847681
"710","ANXA11",13.2057220021548
"711","ANXA13",8.80735053678712
"712","ANXA2",12.3016206705243
"713","ANXA2P1",6.65301864697801
"714","ANXA2R",6.38216736918173
"715","ANXA3",8.87332085689439
"716","ANXA4",12.5318595254823
"717","ANXA5",12.3908167636996
"718","ANXA6",13.2068329801579
"719","ANXA7",12.6079065746782
"720","ANXA9",11.0264856689109
"721","AOAH",9.70845259333005
"722","AOAH-IT1",5.73857028521032
"723","AOC1",15.8574605651194
"724","AOC2",7.90344080459878
"725","AOC3",12.1267403051023
"726","AOC4P",6.96489215426465
"727","AOX1",14.8139942280451
"728","AP1AR",10.042378133041
"729","AP1B1",13.0331299689652
"730","AP1G1",13.0092662618987
"731","AP1G2",10.9334708278772
"732","AP1M1",11.9441905803164
"733","AP1M2",10.6375783689833
"734","AP1S1",11.1896076518732
"735","AP1S2",8.25806696755039
"736","AP1S3",8.4603965097563
"737","AP2A1",12.2220565656404
"738","AP2A2",13.1934788254058
"739","AP2B1",13.7683571297554
"740","AP2M1",13.1788507526855
"741","AP2S1",10.4248049096819
"742","AP3B1",11.7913545682101
"743","AP3B2",7.06152765847892
"744","AP3D1",13.3793255361989
"745","AP3M1",10.8367459545346
"746","AP3M2",10.444074043731
"747","AP3S1",9.25429113005772
"748","AP3S2",7.13307868014539
"749","AP4B1",8.96257764977476
"750","AP4B1-AS1",5.6555177117452
"751","AP4E1",9.67901062276834
"752","AP4M1",9.41979707270546
"753","AP4S1",9.99764700844072
"754","AP5B1",12.0967873158053
"755","AP5M1",11.0804737926786
"756","AP5S1",9.77268557847994
"757","AP5Z1",11.3710232144387
"758","APAF1",10.1013472658971
"759","APBA1",9.36997051458115
"760","APBA2",7.29039844834538
"761","APBA3",10.2943792530853
"762","APBB1",11.3137065763916
"763","APBB1IP",9.77268557847994
"764","APBB2",12.2448001427027
"765","APBB3",10.5755024626112
"766","APC",11.9160470498235
"767","APC2",9.5442882691038
"768","APCDD1",8.52569958323653
"769","APCDD1L",8.48131483519644
"770","APCDD1L-AS1",7.64872827191806
"771","APEH",12.7917762248542
"772","APELA",2.4361869274456
"773","APEX1",11.6331747873025
"774","APEX2",10.2910036742663
"775","APH1A",12.4556338514052
"776","APH1B",9.5680105727757
"777","API5",11.7806201664994
"778","APIP",9.17296974288158
"779","APLF",8.96257764977476
"780","APLN",8.51801744464759
"781","APLNR",10.3968792335106
"782","APLP1",7.59107212158236
"783","APLP2",15.0080339814357
"784","APMAP",11.5182255380034
"785","APOA1-AS",6.357929974025
"786","APOB",8.33542674479471
"787","APOBEC2",7.47510935845952
"788","APOBEC3C",8.28627297505783
"789","APOBEC3D",8.12493204172413
"790","APOBEC3F",8.74144366892576
"791","APOBEC3G",8.31234613348378
"792","APOBR",7.86515660514814
"793","APOC1",6.76259940361822
"794","APOC3",8.34768614121067
"795","APOD",9.4560689371028
"796","APOE",16.5823866294961
"797","APOH",9.37860857587268
"798","APOL1",11.1515365099884
"799","APOL2",10.8538751579357
"800","APOL3",10.4398860708665
"801","APOL4",6.357929974025
"802","APOL6",11.8356464570526
"803","APOLD1",7.84660290844377
"804","APOO",9.10120973335966
"805","APOOL",11.2846637527452
"806","APOPT1",9.8822615923723
"807","APP",15.3319427196526
"808","APPBP2",11.119193600947
"809","APPL1",11.0302421377018
"810","APPL2",11.6608692754609
