"","Symbol","A11A"
"1","A1BG",6.86681920210882
"2","A1BG-AS1",5.56989753217414
"3","A1CF",10.9195994588276
"4","A2M",16.2630471207796
"5","A2M-AS1",8.0068783599436
"6","A4GALT",11.6615964183639
"7","A4GNT",6.69536447875651
"8","AAAS",10.6656785514547
"9","AACS",10.5024743562131
"10","AACSP1",6.30462490922232
"11","AADAT",8.31940143393385
"12","AAED1",7.83267970204431
"13","AAGAB",10.6687123681538
"14","AAK1",13.6525778312813
"15","AAMDC",9.20237793052792
"16","AAMP",11.869359090608
"17","AANAT",4.53485857628265
"18","AAR2",10.5621056158301
"19","AARD",4.6989181531852
"20","AARS",12.6942827881812
"21","AARS2",11.0539656734556
"22","AASDH",9.90860599887088
"23","AASDHPPT",9.63398253284957
"24","AASS",11.6564280415714
"25","AATBC",7.91421614500511
"26","AATF",10.848350809477
"27","AATK",8.68288564379182
"28","ABALON",7.32571896455439
"29","ABAT",13.7664268490112
"30","ABCA1",13.2552912099854
"31","ABCA10",9.80529473346562
"32","ABCA11P",8.55522365949953
"33","ABCA12",7.09986281317611
"34","ABCA13",9.59957492722965
"35","ABCA2",12.9516062757019
"36","ABCA3",11.1827612218698
"37","ABCA4",9.71528989335385
"38","ABCA5",10.7853604883904
"39","ABCA6",10.7706400631821
"40","ABCA7",11.1350053650223
"41","ABCA8",11.5192410468129
"42","ABCA9",10.1075141542306
"43","ABCB1",12.5222244189776
"44","ABCB10",10.1749433489646
"45","ABCB4",7.7557387883791
"46","ABCB6",10.2849785600194
"47","ABCB7",10.1893732630586
"48","ABCB8",11.2535234758376
"49","ABCB9",8.84401267479023
"50","ABCC1",12.37952388591
"51","ABCC10",11.6462391727225
"52","ABCC11",1.7058058891111
"53","ABCC2",12.2899105841247
"54","ABCC3",12.8444764196784
"55","ABCC4",12.6627049838424
"56","ABCC5",12.2627030277367
"57","ABCC6",12.705586845671
"58","ABCC6P1",9.08458888171585
"59","ABCC6P2",7.46337585292446
"60","ABCC8",4.31494814515901
"61","ABCC9",11.772175740912
"62","ABCD1",10.2658613278582
"63","ABCD2",6.90339684899683
"64","ABCD3",11.514959710807
"65","ABCD4",11.8892404237971
