"","Sample.ID","Attribute","Attribute.1","NM_001123377.PARK7","NM_001428.ENO1","NM_003000.SDHB","NM_001791.CDC42","NM_000975.RPL11","NM_017761.PNRC2","NM_005563.STMN1","NM_203399.STMN1","NM_031286.SH3BGRL3","NM_005517.HMGN2","NM_001143915.FAM76A","NM_016311.ATPIF1","NM_175852.TXLNA","NM_003757.EIF3I","NM_001195156.TMEM35B","NM_001184979.NDUFS5","NM_000310.PPT1","NM_001142604.PPT1","NM_004047.ATP6V0B","NM_001012.RPS8","NM_181697.PRDX1","NM_006004.UQCRH","NM_005274.GNG5","NM_004261.SEP15","NM_000969.RPL5","NM_014597.DNTTIP2","NM_006513.SARS","NM_006402.LAMTOR5","NM_001688.ATP5F1","NM_006135.CAPZA1","NM_005872.BCAS2","NM_007158.CSDE1","NM_004892.SEC22B","NM_001136479.ANP32E","NM_002796.PSMB4","NM_005620.S100A11","NM_001030.RPS27","NM_006118.HAX1","NM_173852.KRTCAP2","NM_003145.SSR2","NM_016406.UFC1","NM_001677.ATP1B1","NM_014412.CACYBP","NM_005717.ARPC5","NM_002923.RGS2","NM_003094.SNRPE","NM_006212.PFKFB2","NM_003133.SRP9","NM_002107.H3F3A","NM_001658.ARF1","NM_001077397.IRF2BP2","NM_182972.IRF2BP2","NM_019891.ERO1B","NM_001494.GDI2","NM_001001973.ATP5C1","NM_012071.COMMD3","NM_133376.ITGB1","NM_007021.C10orf10","NM_021800.DNAJC12","NM_001142648.SAR1A","NM_020150.SAR1A","NM_021129.PPA1","NM_000281.PCBD1","NM_001156.ANXA7","NM_001184823.VDAC2","NM_001142282.RPS24","NM_014394.GHITM","NM_005063.SCD","NR_026762.OLMALINC","NM_005004.NDUFB8","NM_001206426.USMG5","NM_153810.CACUL1","NM_006793.PRDX3","NM_001004.RPLP2","NM_000207.INS","NM_001185097.INS","NM_001042559.EIF4G2","NM_001418.EIF4G2","NR_034137.ZBED5.AS1","NM_001144062.COPB1","NM_002786.PSMA1","NM_014267.C11orf58","NM_001017.RPS13","NM_005013.NUCB2","NM_005566.LDHA","NM_006360.EIF3M","NM_004308.ARHGAP1","NM_014206.TMEM258","NM_002032.FTH1","NM_002407.SCGB2A1","NM_001404.EEF1G","NM_004074.COX8A","NM_004470.FKBP2","NM_012094.PRDX5","NM_001997.FAU","NR_131012.NEAT1","NR_002819.MALAT1","NM_000852.GSTP1","NM_138565.CTTN","NM_014752.SPCS2","NM_001256802.RPS3","NM_004549.NDUFC2","NM_001256547.TMEM126B","NM_000019.ACAT1","NR_110282.PAFAH1B2","NM_006476.ATP5L","NM_001028.RPS25","NM_016146.TRAPPC4","NM_006597.HSPA8","NM_005002.NDUFA9","NM_016497.MRPL51","NM_002046.GAPDH","NM_001289746.GAPDH","NM_000365.TPI1","NM_007178.STRAP","NM_000415.IAPP","NM_018638.ETNK1","NM_016570.ERGIC2","NM_006082.TUBA1B","NM_006009.TUBA1A","NM_003217.TMBIM6","NM_032901.COX14","NM_014764.DAZAP2","NM_002624.PFDN5","NM_005176.ATP5G2","NM_002136.HNRNPA1","NM_016057.COPZ1","NM_001257400.CD63","NM_001780.CD63","NM_001035267.RPL41","NM_021104.RPL41","NM_021019.MYL6","NM_079423.MYL6","NM_001686.ATP5B","NM_006601.PTGES3","NM_001113202.NACA","NM_016056.TMBIM4","NM_001307924.NAP1L1","NM_003348.UBE2N","NM_014050.MRPL42","NM_018838.NDUFA12","NM_002635.SLC25A3","NM_001177.ARL1","NM_016053.CCDC53","NM_003299.HSP90B1","NM_001319661.TMEM263","NM_001278556.ARPC3","NM_057180.VPS29","NM_000970.RPL6","NM_001278558.WSB2","NM_002567.PEBP1","NM_001002.RPLP0","NM_004373.COX6A1","NM_003746.DYNLL1","NM_006815.TMED2","NM_021009.UBC","NM_006325.RAN","NM_015932.POMP","NM_002128.HMGB1","NM_014887.N4BP2L2","NM_013338.ALG5","NM_006022.TSC22D1","NM_003295.TPT1","NM_001984.ESD","NM_021999.ITM2B","NM_006260.DNAJC3","NM_004800.TM9SF2","NM_004500.HNRNPC","NM_001344.DAD1","NM_001130725.PSMB5","NM_002797.PSMB5","NM_006263.PSME1","NM_002818.PSME2","NM_006156.NEDD8","NM_003136.SRP54","NM_002791.PSMA6","NM_002013.FKBP3","NM_001032.RPS29","NM_001001.RPL36AL","NM_001663.ARF6","NM_016039.C14orf166","NM_014584.ERO1A","NM_002806.PSMC6","NM_005776.CNIH1","NM_144578.MAPK1IP1L","NM_018477.ACTR10","NM_002788.PSMA3","NM_016475.JKAMP","NM_001204063.CHURC1","NM_015994.ATP6V1D","NM_001252151.SLC39A9","NM_001252152.SLC39A9","NM_006432.NPC2","NM_006827.TMED10","NM_005252.FOS","NM_031210.SLIRP","NM_006888.CALM1","NM_004545.NDUFB1","NM_000295.SERPINA1","NM_001252006.PAPOLA","NM_005348.HSP90AA1","NM_004894.C14orf2","NM_003097.SNRPN","NM_005678.SNURF","NM_001144757.SCG5","NM_003020.SCG5","NM_016454.EMC4","NM_018648.NOP10","NM_003134.SRP14","NM_007236.CHP1","NM_005313.PDIA3","NM_004048.B2M","NM_014335.EID1","NM_013243.SCG3","NM_004492.GTF2A2","NM_004039.ANXA2","NM_000942.PPIB","NM_016395.HACD3","NM_004663.RAB11A","NM_000968.RPL4","NM_001003.RPLP1","NM_002789.PSMA4","NM_001265603.MORF4L1","NM_001265605.MORF4L1","NM_001242915.ZFAND6","NR_037602.LINC01578","NM_001030009.RPS15A","NM_015161.ARL6IP1","NM_001304550.THUMPD1","NM_005003.NDUFAB1","NM_184043.ALDOA","NM_184041.ALDOA","NM_005953.MT2A","NM_005952.MT1X","NM_014187.TMEM208","NM_004691.ATP6V0D1","NM_002811.PSMD7","NM_007285.GABARAPL2","NM_018975.TERF2IP","NM_020188.CMC2","NM_001537.HSBP1","NM_001861.COX4I1","NM_006761.YWHAE","NM_002798.PSMB6","NM_001004333.RNASEK","NM_007278.GABARAP","NM_000987.RPL26","NM_018955.UBB","NM_001281720.UBB","NR_027166.LRRC75A.AS1","NM_148173.PEMT","NM_001316920.TVP23B","NM_000984.RPL23A","NM_002795.PSMB3","NM_000978.RPL23","NM_000981.RPL19","NM_005801.EIF1","NM_001040431.COA3","NM_000988.RPL27","NM_001002027.ATP5G1","NM_016424.LUC7L3","NM_001243877.TOB1","NM_000269.NME1","NM_002805.PSMC5","NM_001320596.DDX5","NM_001320597.DDX5","NM_004396.DDX5","NM_000999.RPL38","NM_006356.ATP5H","NM_006937.SUMO2","NM_005324.H3F3B","NM_001614.ACTG1","NR_037688.ACTG1","NM_001303048.MYL12A","NM_033546.MYL12B","NM_021074.NDUFV2","NM_006938.SNRPD1","NM_000371.TTR","NM_004046.ATP5A1","NM_016097.IER3IP1","NM_001199346.C18orf32","NM_004786.TXNL1","NM_033280.SEC11C","NM_002085.GPX4","NM_001018.RPS15","NM_004152.OAZ1","NR_027148.MIR7.3HG","NM_033643.RPL36","NM_001048241.UBL5","NM_016145.WDR83OS","NM_005809.PRDX2","NM_138501.TECR","NM_000980.RPL18A","NM_015965.NDUFA13","NM_004708.PDCD5","NM_001863.COX6B1","NM_013234.EIF3K","NM_001020.RPS16","NM_001022.RPS19","NM_001321483.RPS19","NM_004597.SNRPD2","NM_000979.RPL18","NM_000146.FTL","NM_012423.RPL13A","NM_001015.RPS11","NM_001009.RPS5","NM_001011.RPS7","NM_002166.ID2","NM_006826.YWHAQ","NM_005742.PDIA6","NM_014713.LAPTM4A","NM_016047.SF3B6","NM_001134693.OST4","NM_001170795.ATRAID","NM_002437.MPV17","NM_004891.MRPL33","NM_145330.MRPL33","NM_206876.PPP1CB","NM_002709.PPP1CB","NM_016061.YPEL5","NM_001321209.DPY30","NM_012413.QPCT","NM_001145450.MORN2","NM_004718.COX7A2L","NM_002643.PIGF","NM_001305625.CALM2","NM_001743.CALM2","NM_002354.EPCAM","NR_135829.RTN4","NR_135830.RTN4","NM_007008.RTN4","NM_002954.RPS27A","NM_001177413.RPS27A","NM_080667.CFAP36","NM_001199111.MDH1","NM_004161.RAB1A","NM_003096.SNRPG","NM_001862.COX5B","NM_000993.RPL31","NM_001079862.DBI","NM_015702.MMADHC","NM_005805.PSMD14","NM_002054.GCG","NM_001081686.G6PC2","NM_004792.PPIG","NM_003142.SSB","NM_001293187.METTL5","NM_001136555.TLK1","NM_003642.HAT1","NM_018471.ZC3H15","NM_012433.SF3B1","NM_002156.HSPD1","NM_199440.HSPD1","NM_002157.HSPE1","NM_001321688.BZW1","NR_027855.CLK1","NM_002491.NDUFB3","NM_003352.SUMO1","NM_015934.NOP58","NM_001037663.EEF1B2","NM_021121.EEF1B2","NM_021141.XRCC5","NM_000998.RPL37A","NM_005731.ARPC2","NM_057094.CRYBA2","NM_006000.TUBA4A","NM_001199764.PTPRN","NM_003469.SCG2","NM_002823.PTMA","NM_006710.COPS8","NM_001009925.TMEM230","NM_001819.CHGB","NM_006870.DSTN","NM_018993.RIN2","NM_016100.NAA20","NM_012325.MAPRE1","NM_014183.DYNLRB1","NM_080748.ROMO1","NR_027451.NORAD","NM_006275.SRSF6","NM_139323.YWHAB","NM_001309861.GNAS","NM_001309840.GNAS","NM_006886.ATP5E","NM_001256403.PRELID3B","NM_017446.MRPL39","NM_001003697.ATP5J","NM_006585.CCT8","NM_000454.SOD1","NM_001697.ATP5O","NM_153682.PIGP","NM_001001894.TTC3","NM_001696.ATP6V1E1","NM_002415.MIF","NM_013387.UQCR10","NM_003405.YWHAH","NM_016091.EIF3L","NM_000967.RPL3","NM_014248.RBX1","NM_002490.NDUFA6","NM_018184.ARL8B","NM_018462.BRK1","NM_014463.LSM3","NM_033083.EAF1","NM_002948.RPL15","NM_001253383.RPL15","NM_001253382.RPL15","NM_182523.CMC1","NM_002295.RPSA","NM_005875.EIF1B","NM_003973.RPL14","NM_014056.HIGD1A","NM_015933.TMA7","NM_001664.RHOA","NM_000992.RPL29","NM_014041.SPCS1","NM_021237.SELK","NM_001660.ARF4","NM_001291941.C3orf14","NM_001271781.PSMD6","NM_006407.ARL6IP5","NM_001040181.CLDND1","NM_000986.RPL24","NM_001690.ATP6V1A","NM_005694.COX17","NM_004547.NDUFB4","NM_014367.FAM162A","NM_003418.CNBP","NM_001282764.CDV3","NM_021203.SRPRB","NM_015391.ANAPC13","NM_004766.COPB2","NM_000935.PLOD2","NM_004617.TM4SF4","NM_183381.RNF13","NM_002628.PFN2","NM_053024.PFN2","NM_016275.SELT","NM_007107.SSR3","NM_145860.PDCD10","NM_002492.NDUFB5","NM_001967.EIF4A2","NM_000996.RPL35A","NM_007100.ATP5I","NM_000661.RPL9","NM_004181.UCHL1","NM_018126.TMEM33","NM_001291993.RUFY3","NM_001204307.GC","NM_015393.PARM1","NM_006835.CCNI","NM_031372.HNRNPDL","NM_016129.COPS4","NM_016067.MRPS18C","NM_001130678.EIF4E","NM_002106.H2AFZ","NM_181893.UBE2D3","NM_176869.PPA2","NM_005327.HADH","NM_001319236.RPL34","NM_021227.OSTC","NM_001001701.C4orf3","NM_001154.ANXA5","NM_001006.RPS3A","NM_001873.CPE","NM_001166110.PALLD","NM_006713.SUB1","NM_002202.ISL1","NM_002495.NDUFS4","NM_016283.AK6","NM_003187.TAF9","NM_001324255.MAP1B","NM_001207.BTF3","NM_004607.TBCA","NM_001025.RPS23","NM_174909.TMEM167A","NM_001867.COX7C","NM_001329672.ARRDC3","NM_020801.ARRDC3","NM_012081.ELL2","NM_001962.EFNA5","NM_014819.PJA2","NM_005669.REEP5","NM_005340.HINT1","NM_170679.SKP1","NM_003337.UBE2B","NM_016103.SAR1B","NM_001964.EGR1","NM_016480.PAIP2","NM_032412.CYSTM1","NM_005642.TAF7","NM_005617.RPS14","NM_002084.GPX3","NM_002520.NPM1","NM_003945.ATP6V0E1","NM_001257293.HNRNPH1","NM_005520.HNRNPH1","NM_001024649.CANX","NM_006098.RACK1","NM_003144.SSR1","NM_004280.EEF1E1","NM_016462.TMEM14C","NM_030939.C6orf62","NM_006998.SCGN","NM_003542.HIST1H4C","NM_005516.HLA.E","NM_178014.TUBB","NM_001287594.CLIC1","NM_022551.RPS18","NM_172209.TAPBP","NM_001202470.RPS10.NUDT3","NM_001014.RPS10","NM_003093.SNRPC","NM_007104.RPL10A","NM_003017.SRSF3","NM_018141.MRPS10","NM_007355.HSP90AB1","NM_018368.LMBRD1","NM_001402.EEF1A1","NM_001865.COX7A2","NM_017633.FAM46A","NM_021244.RRAGD","NM_006016.CD164","NM_138408.GTF3C6","NM_002356.MARCKS","NM_003309.TSPYL1","NM_020755.SERINC1","NM_001016.RPS12","NM_031287.SF3B5","NM_006519.DYNLT1","NM_001270531.WTAP","NM_030752.TCP1","NM_002793.PSMB1","NM_001101.ACTB","NM_002137.HNRNPA2B1","NM_001079864.TAX1BP1","NM_001011553.SEPT7","NM_002787.PSMA2","NM_021130.PPIA","NM_014302.SEC61G","NM_016139.CHCHD2","NM_016038.SBDS","NM_012479.YWHAG","NM_032936.TMEM60","NM_000305.PON2","NM_002612.PDK4","NM_006304.SHFM1","NM_006833.COPS6","NM_001008395.LAMTOR4","NM_182715.SYPL1","NM_000108.DLD","NM_012328.DNAJB9","NM_006136.CAPZA2","NM_004231.ATP6V1F","NM_004546.NDUFB2","NM_053035.MRPS33","NM_003143.SSBP1","NM_001101312.TMEM176B","NM_001322091.CNOT7","NM_001693.ATP6V1B2","NM_004331.BNIP3L","NM_001244604.DPYSL2","NM_001831.CLU","NM_001284239.SARAF","NM_016127.SARAF","NM_005662.VDAC3","NM_003350.UBE2V2","NM_001023.RPS20","NM_001007069.SDCBP","NM_005625.SDCBP","NR_002599.SNHG6","NM_000971.RPL7","NM_007029.STMN2","NM_001444.FABP5","NM_003909.CPNE3","NR_110439.OTUD6B.AS1","NM_033512.TSPYL5","NM_000989.RPL30","NM_004374.COX6C","NM_005034.POLR2K","NM_002568.PABPC1","NM_001135700.YWHAZ","NM_145690.YWHAZ","NM_015420.DCAF13","NM_001568.EIF3E","NM_003756.EIF3H","NM_001172814.SLC30A8","NM_173851.SLC30A8","NR_045555.ENPP2","NM_014078.MRPL13","NM_005005.NDUFB9","NM_000973.RPL8","NM_001010.RPS6","NM_002493.NDUFB6","NM_001539.DNAJA1","NM_016410.CHMP5","NM_001001790.TOMM5","NM_000689.ALDH1A1","NM_006808.SEC61B","NM_019051.MRPL50","NM_003329.TXN","NM_004888.ATP6V1G1","NM_007209.RPL35","NM_005347.HSPA5","NM_000976.RPL12","NM_001248001.SET","NM_000972.RPL7A","NM_014172.PHPT1","NM_003792.EDF1","NR_137294.RNR1","NR_137295.RNR2","NM_021109.TMSB4X","NM_006406.PRDX4","NM_002970.SAT1","NM_001415.EIF2S3","NM_006520.DYNLT3","NM_004615.TSPAN7","NM_005765.ATP6AP2","NM_003254.TIMP1","NM_002668.PLP2","NR_015367.LINC01420","NM_001007.RPS4X","NM_001866.COX7B","NM_000291.PGK1","NM_015975.TAF9B","NM_003022.SH3BGRL","NM_019597.HNRNPH2","NM_001012978.BEX5","NM_018476.BEX1","NM_001080425.BEX4","NM_206917.BEX3","NM_001152.SLC25A5","NM_001000.RPL39","NM_004541.NDUFA1","NM_001011551.C1GALT1C1","NM_001081550.THOC2","NM_001017980.VMA21","NM_006280.SSR4","NM_003372.VBP1"
"1","RHG1111_hg19_accepted_hits","patient 1","alpha",125.152,71.3655,0,59.8584,37.6609,3.46681,51.4354,94.3184,160.093,249.897,0,6.02809,0,12.0204,144.653,24.2211,14.483,12.2075,97.2365,51.0553,32.7256,35.8967,334.45,45.4691,738.325,43.391,69.2744,11.8087,205.5,89.625,36.9474,0.0962747,19.6633,11.267,43.7449,117.494,184.627,0.225872,36.1261,0,24.0017,7.54998,0.0920283,16.3753,0.82444,38.1345,0.61805,156.322,18.7213,9.29046,17.5203,11.0982,0.201611,25.6324,217.536,300.324,3.80877,0.379224,182.831,43.5636,121.718,326.96,69.0115,89.8345,44.3458,88.985,10.1294,0.193711,4.80199,86.086,320.063,75.5471,192.714,47.1627,69.3961,2.10411,15.273,16.4787,0.581998,40.1924,18.8004,68.7633,297.694,54.5537,259.285,4.12306,0,63.1558,21.7761,60.0631,227.023,54.0394,28.0663,23.1916,103.63,1.1283,1183.47,38.6749,67.5074,74.6569,61.3425,108.395,54.3673,0,0,50.2526,45.2673,0,141.105,2.12684,52.4215,159.452,29.652,366.228,15.0613,0.1026,28.5501,0.674286,451.293,2697.12,419.927,29.3606,19.2139,89.4036,28.8963,72.7944,46.2416,276.786,237.986,93.2873,360.681,83.5136,59.2769,246.383,111.938,62.8317,166.077,198.892,98.7272,36.2222,68.1162,153.989,109.826,34.5773,1.82438,26.0887,56.2892,3.70809,9.09567,14.8021,108.703,137.449,90.5053,16.9835,10.1667,72.9262,146.721,86.6287,29.6176,0.791003,110.688,165.455,206.677,10.5946,155.775,1.90746,220.242,34.1606,142.064,162.888,71.6632,501.178,138.846,36.7988,12.996,489.713,0.50631,35.7987,132.398,9.62836,71.9415,69.7806,3.17487,58.8822,75.2536,19.7037,52.1598,45.1271,0.548671,130.81,0.00888651,0.00891569,37.6097,9.86558,11.0541,67.9938,177.478,32.3502,144.154,0.233335,601.881,76.9096,82.4657,82.4657,427.06,1048.44,0.0351299,54.9905,200.006,70.4252,214.911,4575.84,106.367,117.859,126.715,234.619,116.173,0,143.57,167.509,267.337,61.5651,136.511,355.817,1.83514,176.517,74.3526,5.33288,0.0624884,178.308,19.7653,25.0838,0,0,0,0.437549,146.191,90.7222,127.515,0,122.059,112.844,102.811,125.938,47.6765,251.709,136.989,45.9682,60.6158,30.4187,0,0,201.922,123.664,255.511,179.207,582.55,53.5124,114.142,111.016,0.0118428,19.4242,99.4933,22.1223,80.0232,269.627,39.9576,79.3636,100.269,310.137,649.852,163.537,115.16,22.759,186.56,525.114,48.8306,10948.1,41.8081,0.757147,47.3037,0,0,0,39.7312,44.6091,99.0008,207.797,89.193,78.6959,29.2167,10.7939,63.6142,170.438,313.347,27.1744,63.3868,47.0315,32.2258,95.6623,43.448,16.949,781.938,2.16761,92.1949,196.883,36.4644,0.501567,57.4382,8.98484,33.9402,28.7628,142.561,24.1373,208.86,36.6497,12.1355,405.986,54.205,56.9569,0,145.176,566.189,67.8685,0.717677,835.935,468.397,41.9875,2.50182,4.29527,0.240252,40.9562,551.468,21.8,128.779,2.99414,512.88,30.4581,203.066,134.736,434.379,6.2198,37295.6,0.260656,148.356,0.932117,0,78.188,393.318,0.36774,12.6144,10.5535,4.99127,13.3544,22.8602,54.8979,111.631,78.0221,8.80002,0.221473,1.43389,50.0058,97.0118,26.1563,20.0645,0.98732,16.4608,676.254,114.464,0.94175,0.755476,105.513,55.1729,18.9434,104.414,12.1955,8.82485,23.0895,23.1172,221.569,81.2527,51.9204,174.258,952.661,20.9953,279.118,143.066,0.145118,148.862,188.672,42.2308,49.8432,7.11519,10.7355,25.3882,1.96525,0.174454,168.963,129.19,58.3069,0,16.6332,93.0784,23.9209,67.0068,106.965,84.3943,0,53.0007,284.173,10.2043,104.693,92.8226,120.238,23.4674,212.32,84.0285,131.17,43.2708,20.2845,124.382,94.1103,76.7409,2.10092,139.289,1.4883,1.1404,3.73811,0.974099,14.8314,1.9449,2.75327,7.98265,1.54783,0.696142,0,0,92.4294,7.42071,0.541062,0,274.224,135.662,15.4304,880.186,0.578769,42.5281,172.758,261.106,37.3523,6.92692,1.52442,0.793723,62.4063,38.0248,50.9735,5.72334,121.303,0,222.877,6.51677,31.7778,371.333,231.501,70.0378,5.87804,69.651,161.45,0.047287,442.65,0,66.2713,10.1106,127.951,83.3379,145.671,323.447,52.7599,10.9774,154.553,48.0377,2.16937,137.949,399.688,114.807,0.515637,77.7012,17.8391,12.3856,93.4724,183.804,106.643,113.806,224.248,342.477,85.7214,147.26,58.7853,151.651,2.53412,0,9.6964,230,189.711,22.9107,63.9735,20.4924,25.6659,128.384,61.678,5.07395,131.955,10.2134,0.785465,623.329,0.595285,181.036,1.3396,294.911,292.144,20.584,0.3277,41.2004,67.3767,13.8366,80.7118,0.861445,133.766,53.9572,459.625,537.667,56.5753,330.459,248.129,169.754,97.4776,132.852,413.098,22.278,187.651,72.2138,68.8955,24.1618,87.1806,0.173435,34.7961,157.559,9.26484,58.6819,0.575717,0.062315,1.0034,118.547,44.7389,115.541,31.9348,21.5606,58.9821,2.09299,21.2641,37.1029,29.8767,239.501,7.53753,173.432,0.291962,0,99.7549,0.0243707,0.522042,7.86946,76.5918,110.112,703.604,91.5456,105.218,3.52762,141.609,86.2716,0,0.298226,29.9883,9.12852,0,253.528,42.1748,0.019726,4.1303,21.7286,0,41.4409,175.009,387.467,0,306.866,22.1759,158.804,1603.96,20.4447,0,86.4529,13.5986,118.176,118.888,140.628,98.4959,103.086,13.4091,0,58.1033,1988.07,30.1092,168.232,289.492,3.28553,55.8974,63.0603,112.516,171.228,74.5092,236.294,197.888,46.7506,11.3193,0,11.5165,265.211,103.877,257.582,10.2237,0.39774,13.9627,122.898,211.131,204.415,4.40369,4.60909,350.98,61.4564
"2","RHG1112_hg19_accepted_hits","patient 1","beta",64.336,75.0977,111.016,355.817,85.5408,28.3114,0.109592,0.208928,84.3943,46.166,1.97691,114.464,0.243385,7.72053,1.42454,21.3602,0,0,38.7342,55.2469,196.883,158.804,393.318,218.926,623.329,60.4055,3.73185,66.7629,77.059,1183.47,100.755,0.48837,69.5252,18.6006,183.804,478.919,152.233,27.5796,1.306,6.66502,21.5134,10.9192,127.951,2.62797,300.324,0.423314,124.041,70.5511,38.7926,1.81566,38.9035,21.04,36.6497,63.5046,144.653,4.05838,204.415,0.217636,0.00138713,102.01,316.624,36.0375,8.87247,1.11228,187.651,3.65584,78.0221,5.80298,0.162624,12.1835,781.938,46.6084,17.6147,34.7137,10948.1,139.289,70.161,40.1924,0,0.317379,136.1,23.7904,601.881,179.207,1.61537,90.7222,1.39565,18.4566,1.96097,0,43.448,17.0857,0.0125981,9.90913,53.9572,3.82491,1351.86,32.4711,12.2412,140.166,31.8497,28.4428,0.00127012,220.242,21.6832,2.68843,44.9945,1.79142,835.935,27.1399,32.1824,216.207,26.281,107.246,84.2071,2.73324,107.528,1.67206,141.105,39.5652,92.8226,11.0432,53.7852,50.8073,6.95799,103.877,0.476676,144.154,101.021,1.00552,231.501,18.1275,271.941,68.7633,13.3163,174.258,0.629451,7.38632,14.7468,0.0583567,200.006,111.631,48.7595,0.0853806,381.738,0.0567565,213.686,2.64617,42.1748,36.0825,39.9007,197.888,138.846,313.347,94.5749,129.583,78.188,244.779,31.194,0.000829218,33.8917,38.5675,95.0208,151.056,53.1764,157.559,9.27282,7.11519,195.881,159.452,62.0801,107.813,24.6497,79.5448,0.030675,86.6287,405.986,44.3458,118.176,0.693554,131.542,122.059,13.5331,0.575717,31.5003,27.4464,175.009,7.09024,36.2744,168.963,0.00067394,0.000677541,1.08968,72.0643,5.43434,24.9144,45.7535,0,38.6749,54.8979,4575.84,4.90773,14.2288,14.2288,178.308,566.189,19.6206,25.356,387.467,46.3903,31.3475,1603.96,33.1016,85.7214,87.3756,880.186,75.8351,18.5384,19.0888,55.6341,153.392,102.535,281.847,676.254,292.144,2.81772,66.5137,64.6808,73.4944,37.5617,0.656054,95.2283,90.9294,51.5196,0.87276,29.3968,54.0394,108.965,128.384,5.33288,39.5095,33.3105,116.173,62.7293,39.8431,16.9645,40.5962,146.191,181.036,44.8071,12.3984,100.269,143.066,56.4805,114.142,118.888,376.423,0,66.0329,2.08181,34.9328,6.65366,15.4617,0.124425,50.8963,132.398,31.4606,6.28408,26.0887,108.703,582.55,434.379,93.8926,249.897,137.949,212.32,30.7302,15.0613,0.430912,0.115789,20.6516,89.193,18.9027,29.4337,51.4354,17.0165,0.899754,83.3379,33.6186,0.8018,5.3704,1.78457,132.852,24.4721,334.45,14.2893,0.00116381,19.7475,40.3596,120.932,135.167,34.7549,217.536,33.4023,62.8317,123.664,16.1536,47.6765,191.611,60.9289,82.8348,76.9096,67.0068,0.171423,0,148.356,8.82485,468.397,58.5928,44.5394,18.7213,0,0,1.07162,0.157233,2697.12,649.852,75.5471,89.4036,171.975,2.32872,39.1624,501.178,1.59178,147.26,25.3882,442.65,17.5772,135.662,40.7803,154.553,54.5537,53.3423,0,25.9739,2.65073,167.509,257.582,12.0317,161.45,21.4909,338.485,269.627,224.248,31.8143,98.7272,162.888,33.8041,98.2277,143.57,248.129,54.4583,33.2205,42.3538,0,54.205,14.4527,7.578,171.228,85.8844,0,8.59273,346.807,30.4187,29.8431,20.108,15.7676,11.0982,41.5606,350.98,87.1806,6.14386,27.2434,297.694,82.1007,15.9875,68.5151,241.219,120.614,91.7606,208.86,0.0325347,3.61933,8.95365,14.1431,125.938,0.0348354,342.477,133.766,9.89207,20.5362,36.1261,0,263.103,14.8759,65.1124,25.6659,0.234607,118.547,26.8855,58.8822,12.9854,11.019,32.5983,61.8728,120.238,125.536,399.688,5.45234,22.2275,44.6708,69.0115,17.0691,63.9735,23.0101,2.53412,62.4063,37.9276,255.511,286.462,330.459,1.72604,33.9402,0,54.3673,31.3129,0.429665,22.0217,188.672,0.138274,58.4045,189.711,91.5456,15.6207,50.0058,0.734591,163.537,141.609,0.330186,0,24.3599,32.8034,0,65.2381,81.5683,551.468,24.4436,10.2237,25.1422,41.6283,703.604,13.223,738.325,267.337,11.7538,2.12834,44.9327,0.0728563,48.0377,274.224,0.661177,34.6683,47.9008,137.449,51.6753,21.8718,228.496,97.0118,261.106,11.1813,26.9811,1.70811,46.6763,97.4776,253.528,108.395,79.3636,42.7548,63.7324,96.5621,79.6973,59.1806,81.4179,320.063,232.878,222.877,459.625,83.5136,66.8824,31.6962,19.6832,4.55703,227.023,0.117343,43.2708,23.9739,8.33381,41.4409,214.911,49.7536,0.0877153,18.5803,0.138925,3.41137,525.114,184.627,952.661,0.0822294,234.619,104.147,59.5601,0,1.12908,11.3086,127.105,88.1871,131.17,207.797,16.6986,16.6486,1988.07,0.815078,276.786,413.098,211.131,63.2638,45.3325,1.04187,54.2915,93.2873,58.3069,37.2483,146.721,10.524,0.039516,0.305253,86.2716,8.10123,1.53953,8.78454,16.8222,172.758,10.7567,37.505,34.0763,13.9627,182.01,0.1307,82.4657,4.602,5.54753,38.2512,30.1092,35.8473,0.321297,0.374879,4.97114,77.5324,8.54623,22.3043,124.768,65.351,0,0.209223,22.961,139.726,21.9474,366.228,103.086,303.497,0.254131,230,63.1558,8.2058,259.285,16.56,6.38808,6.05922,0.0906513,14.3342,24.9401,64.7799,209.904,74.2083,156.886,360.681,81.2527,0.197468,279.118,236.294,237.986,53.4267,31.0731,111.338,61.9764,200.924,50.6674,0,7.39299,306.866,37295.6,173.432,0,1048.44,64.9023,11.9841,0.242557,25.4179,42.4674,4.97914,0,37.4528,186.56,6.51677,0,136.989,0.00705198,13.654,155.178,0.83806,46.7506,371.333,251.709,419.927,20.2845,100.003,3.17742,50.4195,0.259452
