gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,,,,,,
hsa-miR-103a-2-3p,31912.64949,0.102957613,0.719648863,0.143066457,0.886237696,0.997787112,,,0.310413222,,,,,,
hsa-miR-185-5p,4720.108527,0.105669781,0.641449453,0.164735944,0.869151825,0.997787112,,,0.307372541,,,,,,
hsa-miR-574-5p,5373.345217,0.106299865,0.590730102,0.179946586,0.857194502,0.997787112,,,0.307044725,,,,,,
hsa-miR-935,215.6940343,0.107473725,0.734602043,0.146301969,0.883683011,0.997787112,,,0.305019228,,,,,,
hsa-miR-1185-3p,415.0894261,0.108791672,0.654377945,0.166252046,0.867958603,0.997787112,,,0.304597401,,,,,,
hsa-miR-6789-3p,16.78017896,0.108883706,1.193042775,0.091265551,0.92728159,0.997787112,,,0.301002645,,,,,,
hsa-miR-4529-3p,13.98133169,0.111240653,1.237379814,0.089900168,0.928366548,0.997787112,,,0.301001791,,,,,,
hsa-miR-320b,1243.53985,0.112033154,0.691620325,0.161986497,0.871316487,0.997787112,,,0.29717539,,,,,,
hsa-miR-2355-3p,90.69479937,0.112847274,1.121180597,0.100650398,0.919827988,0.997787112,,,0.29520921,,,,,,
hsa-miR-3180,17.67868383,0.113059691,1.188732126,0.095109477,0.924227871,0.997787112,,,0.294782992,,,,,,
hsa-miR-3180-3p,17.67868383,0.113059691,1.188732126,0.095109477,0.924227871,0.997787112,,,0.294403281,,,,,,
NovelmiRNA-44,2.824410979,0.113108941,2.103928135,0.053760839,0.957125711,0.997787112,,,0.292806651,,,,,,
hsa-miR-484,3295.445572,0.114263321,0.578673192,0.197457429,0.843469592,0.997787112,,,0.290967626,,,,,,
hsa-miR-3074-5p,37.40555335,0.115422807,0.961750221,0.120013289,0.904472621,0.997787112,,,0.290816436,,,,,,
hsa-miR-3190-3p,8.644499841,0.115648505,1.495913738,0.077309608,0.938377247,0.997787112,,,0.289264913,,,,,,
hsa-miR-24-1-3p,29667.03431,0.116136339,0.740742769,0.156783629,0.875415376,0.997787112,,,0.288360225,,,,,,
hsa-miR-24-3p,29606.52713,0.116249545,0.740713191,0.156942723,0.875289989,0.997787112,,,0.287283444,,,,,,
hsa-miR-24-2-3p,29606.52713,0.116249545,0.740713191,0.156942723,0.875289989,0.997787112,,,0.285828818,,,,,,
hsa-miR-137-3p,135.4386732,0.117879063,1.511264549,0.078000283,0.937827828,0.997787112,,,0.284657432,,,,,,
hsa-miR-125b-5p,9906.527776,0.123057244,0.679025945,0.18122613,0.856190086,0.997787112,,,0.278440745,,,,,,
hsa-let-7g-5p,143590.5113,0.123455297,0.657683731,0.187712255,0.851102223,0.997787112,,,0.274805391,,,,,,
hsa-miR-125b-3p,9752.271866,0.1241397,0.679992716,0.182560338,0.855143007,0.997787112,,,0.274535153,,,,,,
NovelmiRNA-1120,0.553851816,0.124467221,2.216170885,0.056163188,0.955211807,0.997787112,,,0.273874157,,,,,,
hsa-miR-671-5p,923.1097039,0.124599965,0.580726892,0.214558628,0.830111453,0.997787112,,,0.273636269,,,,,,
hsa-miR-636,9.756710791,0.126611425,1.477473483,0.08569455,0.931709235,0.997787112,,,0.272460965,,,,,,
hsa-miR-3175,12.86799521,0.132793867,1.389330113,0.09558122,0.923853182,0.997787112,,,0.270169009,,,,,,
hsa-miR-296-3p,82.57010574,0.134530514,0.962010201,0.139843126,0.888783938,0.997787112,,,0.270115252,,,,,,
hsa-miR-6505-5p,4.417430965,0.134560859,2.020767649,0.066588981,0.946908918,0.997787112,,,0.26900967,,,,,,
hsa-miR-550a-3-3p,40.70721862,0.140037517,0.98513393,0.14215074,0.88696094,0.997787112,,,0.268701664,,,,,,
hsa-miR-130b-5p,1393.240592,0.141129213,0.619103333,0.227957443,0.819679325,0.997787112,,,0.268299195,,,,,,
hsa-miR-99a-5p,66058.20949,0.141408598,0.771167577,0.183369481,0.854508121,0.997787112,,,0.267508314,,,,,,
NovelmiRNA-1086,14.37547582,0.142777466,1.382223494,0.1032955,0.917728447,0.997787112,,,0.264861889,,,,,,
hsa-miR-10523-5p,9.120590799,0.146351007,1.514403895,0.096639349,0.923012807,0.997787112,,,0.264861889,,,,,,
hsa-miR-495-3p,3162.480713,0.146358675,0.631412006,0.231795837,0.81669659,0.997787112,,,0.264861889,,,,,,
NovelmiRNA-1127,5.540627952,0.149004312,2.201193762,0.067692502,0.946030418,0.997787112,,,0.264861889,,,,,,
hsa-miR-3928-3p,43.78603875,0.149007575,1.00568308,0.148165538,0.882212128,0.997787112,,,0.262019803,,,,,,
hsa-miR-214-3p,708.822313,0.151133149,0.593862861,0.254491667,0.799115741,0.997787112,,,0.261721213,,,,,,
hsa-miR-5001-3p,23.44515587,0.151235168,1.1017969,0.137262292,0.890823475,0.997787112,,,0.260785433,,,,,,
hsa-miR-222-3p,79188.19905,0.152469107,0.657233062,0.231986362,0.816548607,0.997787112,,,0.257434643,,,,,,
hsa-miR-423-5p,40262.69685,0.161410689,0.654066903,0.24678009,0.80507842,0.997787112,,,0.256919652,,,,,,
hsa-miR-3187-3p,103.5861,0.165435664,0.77538496,0.213359392,0.831046652,0.997787112,,,0.255571094,,,,,,
hsa-miR-4435,17.6345583,0.167232257,1.148906491,0.145557762,0.884270514,0.997787112,,,0.255325126,,,,,,
NovelmiRNA-164,8.44823283,0.167520801,2.199995021,0.076145991,0.939302951,0.997787112,,,0.252719669,,,,,,
hsa-miR-561-3p,9.510955466,0.168698762,1.279458605,0.131851676,0.895101612,0.997787112,,,0.251684071,,,,,,
hsa-miR-4449,1.574987651,0.171563366,2.114156864,0.081149781,0.935322837,0.997787112,,,0.249666691,,,,,,
NovelmiRNA-175,1193.015112,0.175128563,0.64103106,0.273198248,0.784700827,0.997787112,,,0.247106529,,,,,,
hsa-miR-193a-5p,899.14676,0.175879874,0.64068736,0.274517472,0.783686979,0.997787112,,,0.246034518,,,,,,
hsa-miR-196a-5p,12.71893345,0.177193326,1.569659239,0.112886492,0.910120545,0.997787112,,,0.245923993,,,,,,
hsa-miR-1260b,4663.205179,0.17900638,0.606757727,0.295021179,0.767977701,0.997787112,,,0.245265608,,,,,,
hsa-miR-219b-5p,1.38046609,0.179938448,2.18166809,0.082477463,0.93426704,0.997787112,,,0.24525705,,,,,,
hsa-miR-326,558.3838208,0.183023427,0.714813988,0.256043432,0.797917301,0.997787112,,,0.242933193,,,,,,
hsa-miR-6739-3p,4.642751941,0.189532955,1.781857793,0.106368171,0.915290246,0.997787112,,,0.242541514,,,,,,
hsa-miR-21-5p,2465242.295,0.192377776,0.340499173,0.564987499,0.572082267,0.886641097,,,0.24108867,,,,,,
hsa-miR-452-5p,1676.278088,0.1935801,0.590715467,0.327704471,0.743135123,0.997787112,,,0.240065744,,,,,,
hsa-miR-6800-3p,0.586873496,0.197654365,2.215314091,0.089221824,0.928905621,0.997787112,,,0.238801009,,,,,,
hsa-miR-3685,0.586873496,0.197654365,2.215314091,0.089221824,0.928905621,0.997787112,,,0.236279465,,,,,,
NovelmiRNA-780,0.586873496,0.197654365,2.215314091,0.089221824,0.928905621,0.997787112,,,0.234882395,,,,,,
NovelmiRNA-66,70.25978544,0.197810013,2.197953027,0.08999738,0.928289297,0.997787112,,,0.232849441,,,,,,
hsa-miR-25-3p,22489.57967,0.198922948,0.627920325,0.316796479,0.751398036,0.997787112,,,0.229971996,,,,,,
hsa-miR-485-3p,670.9611359,0.20033657,0.612943417,0.326843498,0.743786258,0.997787112,,,0.22942364,,,,,,
hsa-miR-3155b,32.78743088,0.200854271,1.054290987,0.190511229,0.848908545,0.997787112,,,0.223852635,,,,,,
hsa-miR-212-3p,37.90671671,0.203047793,0.959907896,0.211528412,0.832474964,0.997787112,,,0.222542781,,,,,,
hsa-miR-760,347.4002258,0.204354977,0.721936622,0.283064982,0.777127025,0.997787112,,,0.221641985,,,,,,
hsa-miR-1271-5p,191.3666744,0.206668948,0.68302563,0.302578613,0.762211015,0.997787112,,,0.21967917,,,,,,
NovelmiRNA-30,45.15415233,0.20837128,1.906251224,0.109309454,0.912957048,0.997787112,,,0.21967917,,,,,,
hsa-miR-1252-5p,17.57654122,0.210018803,1.197766962,0.175341957,0.860810945,0.997787112,,,0.219001674,,,,,,
hsa-miR-1908-5p,168.0674792,0.210862571,0.76090687,0.277120078,0.781687905,0.997787112,,,0.218463175,,,,,,
hsa-miR-3193,4.942801993,0.21181155,1.493606775,0.141812125,0.887228407,0.997787112,,,0.217692834,,,,,,
hsa-miR-323a-3p,1513.556342,0.212158847,0.577982993,0.367067629,0.713568573,0.997787112,,,0.21698836,,,,,,
hsa-miR-301a-5p,161.3088577,0.212159872,0.785279247,0.270171245,0.787028513,0.997787112,,,0.216916809,,,,,,
hsa-miR-7976,39.68105833,0.21376417,1.011797809,0.211271627,0.832675321,0.997787112,,,0.216835422,,,,,,
hsa-miR-221-3p,54633.52263,0.214345543,1.896038416,0.113049156,0.909991584,0.997787112,,,0.21614013,,,,,,
hsa-miR-4687-5p,5.277083721,0.216664391,1.483071243,0.146091694,0.883849003,0.997787112,,,0.215875117,,,,,,
hsa-miR-409-3p,28031.91953,0.225424238,0.688180215,0.327565706,0.743240055,0.997787112,,,0.214732553,,,,,,
hsa-miR-3614-5p,1.890504553,0.225969741,2.15336996,0.104937723,0.916425226,0.997787112,,,0.212277324,,,,,,
hsa-miR-378a-3p,14576.48099,0.228349842,0.720596113,0.316890193,0.751326924,0.997787112,,,0.212149028,,,,,,
NovelmiRNA-288,4.26303345,0.230267665,2.032469827,0.113294506,0.909797073,0.997787112,,,0.209968301,,,,,,
hsa-miR-3158-3p,440.7408948,0.231482041,0.787873878,0.293805961,0.76890618,0.997787112,,,0.209658797,,,,,,
hsa-miR-192-5p,1331.514944,0.234304906,0.574465997,0.407865578,0.683372366,0.989658391,,,0.209558633,,,,,,
hsa-miR-4467,24.47561844,0.237907708,1.119473705,0.212517459,0.831703358,0.997787112,,,0.207529753,,,,,,
hsa-miR-3677-3p,3.291666366,0.240053522,1.888116607,0.12713914,0.898830273,0.997787112,,,0.20717968,,,,,,
hsa-miR-505-3p,650.7729104,0.241667162,0.672704448,0.35924716,0.7194102,0.997787112,,,0.205275439,,,,,,
hsa-miR-125a-5p,11075.74102,0.242020214,0.747163966,0.323918477,0.745999755,0.997787112,,,0.204952735,,,,,,
hsa-miR-378i,4483.293225,0.246986917,0.748044542,0.330176752,0.741266412,0.997787112,,,0.20420756,,,,,,
hsa-miR-455-5p,4667.332952,0.249342724,0.664438222,0.375268484,0.707460802,0.997787112,,,0.203538034,,,,,,
hsa-miR-6732-3p,1.983850426,0.24974069,1.991279226,0.125417213,0.900193262,0.997787112,,,0.202378956,,,,,,
NovelmiRNA-609,26.24385168,0.249879088,2.198432624,0.113662382,0.909505434,0.997787112,,,0.201656821,,,,,,
hsa-miR-218-5p,2315.43574,0.258073955,0.721054836,0.35791169,0.720409402,0.997787112,,,0.201259901,,,,,,
hsa-miR-96-5p,4.476757804,0.258725869,1.664144502,0.155470795,0.876450176,0.997787112,,,0.200379454,,,,,,
hsa-miR-190b-5p,2.372371843,0.259583539,2.124098891,0.122208782,0.902733671,0.997787112,,,0.199206351,,,,,,
hsa-miR-1250-5p,11.3255741,0.264972535,1.314483807,0.201579155,0.840245742,0.997787112,,,0.198707454,,,,,,
NovelmiRNA-689,4.108114475,0.265427128,2.031041038,0.130685261,0.896024292,0.997787112,,,0.196808255,,,,,,
NovelmiRNA-794,3.706634425,0.266277755,2.052617948,0.129725922,0.896783273,0.997787112,,,0.195484968,,,,,,
hsa-miR-6885-3p,1.038109262,0.267617715,2.197100222,0.121804965,0.903053482,0.997787112,,,0.195379233,,,,,,
hsa-miR-6851-5p,1.944200524,0.271466748,1.999517722,0.135766113,0.892006181,0.997787112,,,0.193266346,,,,,,
hsa-miR-3129-5p,2.993765849,0.273090591,2.093584923,0.130441612,0.896217047,0.997787112,,,0.192809902,,,,,,
hsa-miR-126-3p,554568.7464,0.277405396,2.197666669,0.126227239,0.89955205,0.997787112,,,0.190022743,,,,,,
hsa-miR-203b-3p,1.492719474,0.279705956,2.177467947,0.128454684,0.897789158,0.997787112,,,0.189445779,,,,,,
hsa-miR-6877-5p,8.547617193,0.289689176,1.482685542,0.1953814,0.845094377,0.997787112,,,0.188770359,,,,,,
hsa-miR-3679-5p,36.28474216,0.29661141,0.993535838,0.298541229,0.765290114,0.997787112,,,0.188262622,,,,,,
hsa-miR-216a-3p,3377.528163,0.299994716,0.657587015,0.456205352,0.648242317,0.958352475,,,0.18455373,,,,,,
NovelmiRNA-930,1.084886975,0.303136822,2.196462722,0.138011367,0.890231434,0.997787112,,,0.183620345,,,,,,
hsa-miR-323b-3p,647.8848795,0.311077355,0.63339995,0.491123113,0.623339375,0.937531628,,,0.183620345,,,,,,
NovelmiRNA-197,4.468646323,0.314756265,1.902189024,0.16547055,0.868573628,0.997787112,,,0.183407625,,,,,,
hsa-miR-204-5p,77.0691137,0.315718871,0.793354426,0.397954382,0.690663812,0.993394025,,,0.182117443,,,,,,
NovelmiRNA-466,2.006080435,0.318149573,2.147562783,0.148144481,0.882228746,0.997787112,,,0.182068967,,,,,,
NovelmiRNA-1027,55.3686714,0.31983101,1.188837204,0.269028433,0.787907802,0.997787112,,,0.181552492,,,,,,
NovelmiRNA-926,2.181686084,0.321727073,2.136161932,0.150609871,0.880283474,0.997787112,,,0.180257347,,,,,,
hsa-miR-154-5p,37.56244051,0.324250274,2.198207141,0.147506696,NA,NA,,,0.178897469,,,,,,
hsa-miR-330-3p,1015.456479,0.327779333,0.65583226,0.499791415,0.617221956,0.93127901,,,0.176665416,,,,,,
hsa-miR-497-5p,160.1671018,0.328698923,0.760984923,0.431938811,0.665785886,0.974383451,,,0.176492981,,,,,,
hsa-miR-1287-5p,104.1927986,0.332794484,0.852892874,0.390194941,0.696392403,0.996974798,,,0.175076743,,,,,,
hsa-miR-217-5p,10520.61679,0.336224673,0.753708961,0.446093506,0.655529703,0.965416472,,,0.173830743,,,,,,
hsa-miR-483-5p,46.26880987,0.342914354,0.928387268,0.369365636,0.711855208,0.997787112,,,0.173779318,,,,,,
hsa-miR-4741,36.36600753,0.345553501,1.251119364,0.27619547,0.782397937,0.997787112,,,0.170186372,,,,,,
NovelmiRNA-334,8.116733009,0.345984286,2.129806111,0.162448725,0.870952504,0.997787112,,,0.169720626,,,,,,
hsa-miR-9903,20.60322118,0.34960253,1.125907391,0.310507359,0.756175164,0.997787112,,,0.167981283,,,,,,
hsa-miR-3684,1.104152622,0.350622394,2.194581953,0.159767282,0.873064398,0.997787112,,,0.167875901,,,,,,
hsa-miR-190a-5p,1.104152622,0.350622394,2.194581953,0.159767282,0.873064398,0.997787112,,,0.167249677,,,,,,
NovelmiRNA-632,113.5634017,0.353340568,0.75886671,0.465616114,0.641490307,0.952028527,,,0.166311184,,,,,,
NovelmiRNA-547,9.979107747,0.353449282,2.199681706,0.160682012,0.872343858,0.997787112,,,0.165342587,,,,,,
NovelmiRNA-739,4.273498023,0.355357415,1.81244221,0.196065515,0.844558888,0.997787112,,,0.165189399,,,,,,
NovelmiRNA-1118,113.7460727,0.357332909,0.758816708,0.470908067,0.637706387,0.948241671,,,0.164785736,,,,,,
hsa-miR-134-5p,6245.262493,0.36136933,0.633716762,0.570237922,0.568516339,0.882892679,,,0.164403212,,,,,,
hsa-miR-1275,25.71631731,0.364720906,1.1118893,0.328019081,0.742897236,0.997787112,,,0.163996104,,,,,,
hsa-miR-449c-5p,21.67380587,0.369338561,1.120217913,0.329702424,0.741624822,0.997787112,,,0.162943601,,,,,,
NovelmiRNA-444,44.6512958,0.369823205,0.997480771,0.370757228,0.710818362,0.997787112,,,0.162228157,,,,,,
hsa-miR-363-3p,37.23504949,0.373349577,1.078198993,0.346271495,0.729138689,0.997787112,,,0.161320793,,,,,,
hsa-miR-431-5p,135.1854353,0.374853469,2.009883962,0.18650503,0.852048735,0.997787112,,,0.160733299,,,,,,
hsa-miR-1910-5p,24.37201361,0.376552351,2.19850281,0.17127672,0.864006185,0.997787112,,,0.159777932,,,,,,
hsa-miR-433-3p,694.0762187,0.37827539,0.663344925,0.570254442,0.568505136,0.882892679,,,0.158699792,,,,,,
NovelmiRNA-20,8.108972289,0.380316168,2.200149759,0.172859219,0.862762088,0.997787112,,,0.158249757,,,,,,
hsa-miR-370-3p,42668.90032,0.392957455,0.68927221,0.570104886,NA,NA,,,0.158225606,,,,,,
hsa-miR-224-5p,2772.400665,0.397907002,0.713443994,0.557727033,0.577030795,0.891616861,,,0.157145976,,,,,,
hsa-miR-3922-3p,25.6634408,0.401879677,1.099334184,0.365566434,0.714688626,0.997787112,,,0.154122342,,,,,,
hsa-miR-6511b-3p,16.61508601,0.407035648,1.56267611,0.260473457,0.794498587,0.997787112,,,0.154122342,,,,,,
hsa-miR-1307-3p,13002.32191,0.40973845,0.633560451,0.646723529,0.517810892,0.830981192,,,0.154081508,,,,,,
hsa-miR-4725-5p,7.28748518,0.41334875,1.49997684,0.275570088,0.782878286,0.997787112,,,0.153381333,,,,,,
hsa-miR-6866-5p,32.35353195,0.41382946,1.045309374,0.395891848,0.692184815,0.994652129,,,0.152564008,,,,,,
hsa-miR-7844-5p,4.093965807,0.422119813,1.715949967,0.245997739,0.805683982,0.997787112,,,0.15189326,,,,,,
NovelmiRNA-152,1.369606318,0.428913509,2.181601137,0.196604916,0.844136723,0.997787112,,,0.151717815,,,,,,
NovelmiRNA-913,1.369606318,0.428913509,2.181601137,0.196604916,0.844136723,0.997787112,,,0.150297618,,,,,,
hsa-miR-1257,14.78021003,0.43136396,1.495119889,0.288514629,0.772952834,0.997787112,,,0.148786379,,,,,,
NovelmiRNA-71,40.62083657,0.433198703,2.198174046,0.197072067,0.843771142,0.997787112,,,0.148763973,,,,,,
hsa-miR-216b-5p,58.00106217,0.433647275,1.018075607,0.425948006,0.670145733,0.977702763,,,0.148241362,,,,,,
hsa-miR-3189-3p,0.791488462,0.436205993,2.208175944,0.197541321,0.843403949,0.997787112,,,0.14783568,,,,,,
hsa-miR-6513-3p,5.41158975,0.440145121,1.578696753,0.278802829,0.780396143,0.997787112,,,0.147756897,,,,,,
hsa-miR-1255a,41.6115046,0.440459693,1.300562618,0.338668578,0.734859414,0.997787112,,,0.147722904,,,,,,
hsa-miR-4786-5p,1.712007897,0.445844974,2.162494701,0.206171591,0.836656878,0.997787112,,,0.147608333,,,,,,
hsa-miR-1278,99.84463954,0.448714936,0.821662221,0.546106326,0.584992852,0.901205204,,,0.146908639,,,,,,
hsa-miR-3192-5p,6.561216576,0.451078576,1.591603783,0.28341135,0.776861529,0.997787112,,,0.146705919,,,,,,
hsa-miR-6737-3p,5.312691366,0.455510764,1.607219397,0.283415422,0.776858408,0.997787112,,,0.146564286,,,,,,
NovelmiRNA-412,1.046470386,0.456681208,2.196715763,0.207892717,0.835312736,0.997787112,,,0.146006479,,,,,,
hsa-miR-3177-3p,69.50116282,0.458566341,0.867877677,0.528376698,0.597237908,0.917314511,,,0.145883129,,,,,,
hsa-miR-548aq-3p,34.67040789,0.461118582,2.1982635,0.209764927,NA,NA,,,0.145038,,,,,,
hsa-miR-1226-3p,36.99925008,0.472149885,2.198227108,0.214786672,0.829933645,0.997787112,,,0.144039788,,,,,,
NovelmiRNA-81,28.42396047,0.474336847,1.470846806,0.322492353,0.74707973,0.997787112,,,0.143553271,,,,,,
hsa-miR-668-3p,14.00422282,0.474810515,1.410514573,0.336622198,0.736401721,0.997787112,,,0.143023409,,,,,,
NovelmiRNA-591,16.63216884,0.478106137,1.551783953,0.308100967,0.758005505,0.997787112,,,0.142420628,,,,,,
hsa-miR-1913,7.900777335,0.478351824,1.492461218,0.320512063,0.748580187,0.997787112,,,0.141991596,,,,,,
hsa-miR-943,10.61580572,0.478579156,1.2866612,0.371954292,0.709926881,0.997787112,,,0.140098706,,,,,,
hsa-miR-2278,3.759312228,0.481442506,1.953369193,0.246467748,0.805320168,0.997787112,,,0.140052096,,,,,,
hsa-miR-6509-5p,1.707844447,0.486345401,2.165621099,0.224575482,0.822309541,0.997787112,,,0.139552549,,,,,,
hsa-miR-1197,59.91241472,0.486463411,1.163201093,0.41821093,0.675792905,0.984891365,,,0.13887884,,,,,,
NovelmiRNA-140,8.060696022,0.486939238,1.323830512,0.367825967,0.713003006,0.997787112,,,0.137371094,,,,,,
hsa-miR-3176,36.23599924,0.496523272,0.993059354,0.49999355,0.617079619,0.93127901,,,0.137189857,,,,,,
hsa-miR-128-2-3p,7125.144911,0.502282145,0.682016433,0.736466339,0.461446946,0.768578841,,,0.136507049,,,,,,
NovelmiRNA-757,2.023269931,0.504406262,2.145788479,0.235068026,0.814155935,0.997787112,,,0.134520253,,,,,,
hsa-miR-550a-3-5p,21.32727497,0.505619767,1.227389625,0.411947239,0.680378095,0.98783197,,,0.133795738,,,,,,
hsa-miR-6501-5p,8.748268253,0.51901699,1.476406446,0.351540723,0.725182727,0.997787112,,,0.133651248,,,,,,
hsa-miR-128-1-3p,8531.710817,0.520594919,0.695505297,0.748513235,0.454150645,0.757245767,,,0.133396373,,,,,,
hsa-miR-103a-3p,19477.90893,0.52677288,2.197667714,0.239696328,0.810565682,0.997787112,,,0.133067603,,,,,,
hsa-miR-9-5p,75.65533614,0.52804154,0.880160969,0.599937465,0.548547913,0.862324043,,,0.132885205,,,,,,
NovelmiRNA-274,8.788866067,0.530623143,1.444345761,0.367379583,0.713335899,0.997787112,,,0.131912128,,,,,,
hsa-miR-3611,1.799504024,0.536490684,2.155791108,0.248860236,0.803468895,0.997787112,,,0.131689441,,,,,,
NovelmiRNA-448,3.957442311,0.536984555,2.039831798,0.263249428,0.792358336,0.997787112,,,0.130025678,,,,,,
hsa-miR-411-5p,1628.146284,0.544339031,0.71542368,0.760862475,0.446739214,0.748945153,,,0.129815743,,,,,,
hsa-miR-770-5p,25.06623254,0.55598427,1.089741014,0.510198536,0.609912378,0.924783398,,,0.129574821,,,,,,
hsa-miR-320e,9.062556445,0.562524234,2.199953264,0.255698266,NA,NA,,,0.129476879,,,,,,
NovelmiRNA-148,112.0172558,0.565210197,2.197855757,0.257164373,NA,NA,,,0.129183823,,,,,,
hsa-miR-92a-3p,31701.84218,0.567808145,2.197667302,0.258368564,0.796122475,0.997787112,,,0.129071258,,,,,,
hsa-miR-3912-3p,4.447348351,0.567969925,1.900340071,0.298878045,0.765033099,0.997787112,,,0.128932212,,,,,,
hsa-miR-1914-5p,6.811756713,0.567996618,1.499622481,0.378759738,0.704866288,0.997787112,,,0.128870893,,,,,,
hsa-miR-4766-3p,1.130076326,0.568179051,2.192426283,0.259155373,0.795515362,0.997787112,,,0.12855185,,,,,,
hsa-miR-4797-3p,1.795340573,0.577011579,2.15908725,0.267247921,0.789278282,0.997787112,,,0.127261315,,,,,,
hsa-miR-4755-5p,10.27206542,0.577998521,1.29439952,0.44653796,0.655208699,0.965416472,,,0.127091545,,,,,,
hsa-miR-4755-3p,10.27206542,0.577998521,1.29439952,0.44653796,0.655208699,0.965416472,,,0.127000556,,,,,,
NovelmiRNA-106,105.1338072,0.592043811,1.097640514,0.539378606,0.58962564,0.906527332,,,0.126633047,,,,,,
NovelmiRNA-1266,2.525166427,0.598607825,2.115419149,0.282973625,0.777197055,0.997787112,,,0.125761672,,,,,,
hsa-miR-3622a-3p,5.612425224,0.607382391,1.583645662,0.383534275,0.701323662,0.997787112,,,0.124802647,,,,,,
hsa-miR-1267,1.749137066,0.616214981,2.159526579,0.285347255,0.775378113,0.997787112,,,0.124171048,,,,,,
hsa-miR-654-5p,3906.378867,0.619378032,0.608821392,1.017339471,NA,NA,,,0.124129944,,,,,,
hsa-miR-7110-3p,6.192945618,0.61959775,1.693637834,0.365838397,0.714485666,0.997787112,,,0.123924179,,,,,,
NovelmiRNA-898,9.777748139,0.619716786,1.435942066,0.431575062,0.666050286,0.974383451,,,0.123737021,,,,,,
NovelmiRNA-424,14.74689036,0.622306723,2.18025731,0.28542811,0.775316174,0.997787112,,,0.12300642,,,,,,
hsa-miR-1276,2.600023895,0.624585623,2.114573856,0.295371865,0.767709824,0.997787112,,,0.12144571,,,,,,
NovelmiRNA-104,114.3692948,0.633274738,2.197854639,0.28813313,NA,NA,,,0.121377591,,,,,,
hsa-miR-4502,0.938382956,0.633960668,2.203250649,0.287738786,0.773546698,0.997787112,,,0.12032764,,,,,,
hsa-miR-6763-5p,0.938382956,0.633960668,2.203250649,0.287738786,0.773546698,0.997787112,,,0.119886579,,,,,,
hsa-let-7b-5p,18284.83558,0.658114819,2.197667818,0.299460553,0.764588666,0.997787112,,,0.11801106,,,,,,
hsa-miR-3909,191.9406506,0.675043744,0.788398398,0.856221608,0.391875213,0.696415649,,,0.117924779,,,,,,
hsa-miR-6758-3p,1.641884073,0.684028203,2.02512186,0.337771379,0.73553548,0.997787112,,,0.117735192,,,,,,
hsa-miR-3115,2.194939687,0.68777101,2.059623877,0.333930393,0.738432085,0.997787112,,,0.11728873,,,,,,
NovelmiRNA-69,36.13988066,0.691321573,1.279141635,0.540457408,0.588881626,0.906288823,,,0.117224402,,,,,,
hsa-miR-629-5p,5694.501339,0.70852329,0.736251633,0.962338497,0.335879597,0.694462852,,,0.116572144,,,,,,
hsa-miR-4683,5.18488061,0.712707472,1.611687574,0.44221193,0.658335854,0.96677374,,,0.116319775,,,,,,
hsa-miR-6749-3p,1.417207258,0.735467364,2.121481161,0.346676359,0.728834473,0.997787112,,,0.116173897,,,,,,
hsa-miR-3619-5p,2.220362569,0.738670291,2.069333857,0.356960424,0.721121434,0.997787112,,,0.115522784,,,,,,
hsa-miR-4665-5p,16.98503318,0.740330983,1.229223921,0.602275119,0.54699102,0.861347807,,,0.115414042,,,,,,
NovelmiRNA-154,1708.433892,0.746531413,2.197679608,0.33969074,NA,NA,,,0.114802902,,,,,,
hsa-miR-548au-5p,2.992512,0.751126966,1.913531324,0.39253445,0.694663362,0.995425432,,,0.11465139,,,,,,
NovelmiRNA-76,12.96330427,0.753016313,1.368908268,0.550085298,0.58226087,0.897895269,,,0.114650352,,,,,,
hsa-miR-616-5p,1.706300837,0.762097238,2.16040865,0.352756057,0.72427133,0.997787112,,,0.114126648,,,,,,
hsa-miR-664b-5p,4.629402197,0.787493576,1.776460642,0.443293568,0.657553408,0.966546986,,,0.111847006,,,,,,
NovelmiRNA-1031,33.82174219,0.795382166,1.885129188,0.421924487,NA,NA,,,0.111513464,,,,,,
hsa-miR-744-5p,1475.788136,0.817329125,2.197681962,0.371905098,0.709963509,0.997787112,,,0.111513464,,,,,,
hsa-miR-4470,3.280876244,0.818731064,1.981032108,0.413285105,0.679397741,0.98734006,,,0.111263701,,,,,,
hsa-miR-3941,5.361079771,0.825568145,1.742280122,0.47384352,0.635611498,0.94695653,,,0.111226892,,,,,,
NovelmiRNA-745,185.0877859,0.828673256,0.866648052,0.956181986,0.338980299,0.694462852,,,0.111183857,,,,,,
hsa-miR-654-3p,1759.67693,0.841354397,2.197679583,0.382837609,NA,NA,,,0.110852324,,,,,,
hsa-miR-1229-3p,8.57769435,0.85141579,1.436759274,0.592594602,0.553452493,0.868260332,,,0.110561953,,,,,,
hsa-miR-6769b-5p,1.534402568,0.856742247,2.110977375,0.405850985,0.684852094,0.989658391,,,0.110521156,,,,,,
hsa-miR-4659a-3p,10.7705001,0.875409615,1.238748024,0.70668901,0.479759761,0.789461697,,,0.110486462,,,,,,
NovelmiRNA-611,1.457454684,0.876704074,2.176982239,0.402715309,0.687157671,0.991129949,,,0.10965813,,,,,,
hsa-miR-6882-5p,1.855950138,0.876850001,2.151582553,0.407537233,0.683613453,0.989658391,,,0.109656385,,,,,,
NovelmiRNA-1267,2.297984448,0.887411474,2.126966624,0.417219276,0.676518027,0.985015368,,,0.109507988,,,,,,
