gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,,,,,,
NovelmiRNA-195,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-198,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-286,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-311,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-315,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-349,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-377,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-387,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-396,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-400,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-441,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-457,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-507,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-573,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-613,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-685,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-692,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-697,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-711,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-790,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.543796926,,,,,,
NovelmiRNA-900,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-976,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-979,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1032,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1094,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1167,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1177,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1184,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1213,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
NovelmiRNA-1253,0.293008038,-1.925267182,2.230578256,-0.863124697,0.38806891,0.694462852,,,0.538582588,,,,,,
hsa-miR-4709-5p,4.185338296,-1.908707026,1.918545099,-0.994872118,0.319798465,0.694462852,,,0.538582588,,,,,,
hsa-miR-144-5p,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.538582588,,,,,,
hsa-miR-6878-3p,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.538582588,,,,,,
hsa-miR-34b-3p,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.530291867,,,,,,
hsa-miR-4644,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524785119,,,,,,
hsa-miR-3618,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
hsa-miR-5093,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-58,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-114,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-117,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-161,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-210,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-306,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-378,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-406,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-465,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-476,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-526,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-578,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-603,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-704,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-747,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-941,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-951,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-959,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-961,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-972,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-978,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.524019217,,,,,,
NovelmiRNA-994,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-1034,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-1035,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-1055,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-1075,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-1150,0.254553214,-1.845909346,2.229877242,-0.827807608,0.407779465,0.696528965,,,0.517382417,,,,,,
NovelmiRNA-486,2.650458756,-1.803781914,2.112888658,-0.853704196,0.393268908,0.696528965,,,0.517382417,,,,,,
hsa-miR-4743-3p,2.200120804,-1.794246409,2.056252813,-0.872580646,0.382891693,0.694462852,,,0.517382417,,,,,,
hsa-miR-4791,19.01976212,-1.777167302,1.592627782,-1.115871091,0.264477318,0.694462852,,,0.517382417,,,,,,
NovelmiRNA-1136,36.63961778,-1.734521333,1.955945941,-0.886794106,NA,NA,,,0.517382417,,,,,,
NovelmiRNA-1114,7.238324146,-1.707809878,1.783378014,-0.957626406,0.338251179,0.694462852,,,0.517382417,,,,,,
hsa-miR-1538,1.295138763,-1.688363756,2.188390599,-0.771509326,0.440405097,0.740746933,,,0.517382417,,,,,,
hsa-miR-3065-3p,3.012873015,-1.68331455,1.990891947,-0.84550774,0.397827413,0.696528965,,,0.517382417,,,,,,
hsa-miR-133b,0.210739861,-1.615638212,2.228825973,-0.724883069,0.468523769,0.776843187,,,0.517382417,,,,,,
NovelmiRNA-284,8.704347611,-1.560754427,1.59123949,-0.980841939,0.326670693,0.694462852,,,0.517382417,,,,,,
hsa-miR-4706,1.982752721,-1.559805307,2.073331476,-0.752318346,0.451859638,0.75506187,,,0.517382417,,,,,,
hsa-miR-3911,3.37293576,-1.477829631,1.96888218,-0.750593228,0.452897498,0.755975325,,,0.517382417,,,,,,
hsa-miR-4466,4.423410169,-1.460948331,1.705140868,-0.856790403,0.39156073,0.696415649,,,0.517382417,,,,,,
NovelmiRNA-953,0.146504019,-1.452751869,2.230269163,-0.651379615,0.514801466,0.82787822,,,0.517382417,,,,,,
NovelmiRNA-1205,0.127276607,-1.393276295,2.230826644,-0.624556058,0.532262467,0.849327208,,,0.517382417,,,,,,
hsa-miR-4762-5p,3.127475539,-1.375667528,2.085840887,-0.65952659,0.509557677,0.822884853,,,0.517382417,,,,,,
hsa-miR-10b-5p,328869.8219,-1.358339414,0.785325096,-1.729652371,NA,NA,,,0.512958013,,,,,,
hsa-miR-10a-5p,197929.6486,-1.344501266,0.808882111,-1.662172086,0.096478275,0.694462852,,,0.506450316,,,,,,
hsa-miR-3615,416.292422,-1.334341487,2.054727646,-0.649400659,0.516079438,0.829067072,,,0.506450316,,,,,,
hsa-miR-5193,2.824328663,-1.330884656,2.00905742,-0.662442319,0.50768779,0.820726375,,,0.506450316,,,,,,
NovelmiRNA-535,127.82507,-1.29680851,2.197886499,-0.590025241,0.555173728,0.869680987,,,0.506450316,,,,,,
hsa-miR-548f-3p,144.6678933,-1.289720904,2.197860334,-0.586807489,NA,NA,,,0.506450316,,,,,,
hsa-miR-4677-3p,467.9533154,-1.282040394,0.946722969,-1.354187483,NA,NA,,,0.506450316,,,,,,
hsa-miR-592,2.091631658,-1.279277452,2.056994781,-0.62191575,0.533997268,0.8507472,,,0.506450316,,,,,,
hsa-miR-6734-3p,4.114808715,-1.246426696,1.818671476,-0.68535011,0.493123018,0.803936785,,,0.506450316,,,,,,
hsa-miR-151b,285239.2763,-1.224091956,1.139041693,-1.074668261,0.282523278,0.694462852,,,0.506450316,,,,,,
hsa-miR-1306-3p,38.78716638,-1.223919239,1.859288496,-0.658272905,NA,NA,,,0.506450316,,,,,,
hsa-miR-3605-5p,11.55169026,-1.204451319,1.572177475,-0.766103916,0.443614473,0.744517638,,,0.506450316,,,,,,
hsa-miR-1270,5.912326761,-1.18321084,1.696917685,-0.697270616,0.485633453,0.794250674,,,0.506450316,,,,,,
hsa-miR-548v,11.76760612,-1.160659386,1.427010785,-0.813350115,0.416017352,0.707459342,,,0.506450316,,,,,,
hsa-miR-379-5p,18956.90745,-1.151341696,0.895741824,-1.285349936,NA,NA,,,0.506450316,,,,,,
hsa-miR-675-5p,1.905428974,-1.12077249,2.154982734,-0.520084209,0.603004884,0.922489579,,,0.506450316,,,,,,
hsa-miR-675-3p,1.905428974,-1.12077249,2.154982734,-0.520084209,0.603004884,0.922489579,,,0.506450316,,,,,,
hsa-miR-374c-5p,1.286371911,-1.096010433,2.129948261,-0.514571388,0.606852563,0.923044598,,,0.506450316,,,,,,
hsa-miR-3064-5p,14.61172557,-1.095890322,1.361757276,-0.804761863,0.420957113,0.71349449,,,0.506450316,,,,,,
NovelmiRNA-102,2.772039178,-1.087170593,2.106421522,-0.516122049,0.605769169,0.923044598,,,0.506450316,,,,,,
hsa-miR-3136-3p,5.17076939,-1.080524067,1.60210874,-0.674438657,0.500032473,0.811761578,,,0.506450316,,,,,,
hsa-miR-4498,3.066384979,-1.075650696,2.089800949,-0.514714426,0.606752591,0.923044598,,,0.506450316,,,,,,
NovelmiRNA-902,51.98458238,-1.063382729,2.198153045,-0.483761916,0.628554846,0.940943061,,,0.502965583,,,,,,
hsa-miR-6743-3p,1.352997908,-1.051103292,2.184541721,-0.481155055,0.630406301,0.941937182,,,0.495123625,,,,,,
hsa-miR-5582-3p,6.314418353,-1.034030833,1.53316903,-0.674440204,0.50003149,0.811761578,,,0.486295072,,,,,,
hsa-miR-1288-3p,14.22555055,-1.029903691,1.626868243,-0.633059066,0.526695072,0.843479413,,,0.486295072,,,,,,
hsa-miR-200c-3p,13.43450182,-1.022701646,1.191976191,-0.857988317,0.390898914,0.696288691,,,0.486295072,,,,,,
hsa-miR-377-3p,47.81749439,-1.010845655,2.198184238,-0.459854837,0.645620419,0.957234899,,,0.486295072,,,,,,
hsa-miR-6729-3p,1.300166179,-1.001939683,2.126694007,-0.471125455,0.637551148,0.948241671,,,0.486295072,,,,,,
hsa-miR-548ae-3p,9.114497259,-0.978042655,2.200299507,-0.444504329,NA,NA,,,0.486295072,,,,,,
hsa-miR-6516-3p,24.33147412,-0.962862712,1.317897994,-0.730604885,0.465020527,0.772774596,,,0.486295072,,,,,,
NovelmiRNA-541,2.784672215,-0.960419796,2.100384672,-0.457259,0.647484895,0.958153129,,,0.486295072,,,,,,
NovelmiRNA-464,17.00913507,-0.949594019,2.199077924,-0.431814629,NA,NA,,,0.486295072,,,,,,
NovelmiRNA-1038,22.955949,-0.943212124,1.506022315,-0.626293591,0.531122389,0.849327208,,,0.486295072,,,,,,
hsa-miR-130a-5p,325.8651092,-0.937721428,0.665310819,-1.409448639,0.158702551,0.694462852,,,0.486295072,,,,,,
hsa-miR-183-5p,26.23741593,-0.919279971,1.177171966,-0.780922413,0.434848129,0.732611248,,,0.486295072,,,,,,
hsa-miR-3662,35.14194805,-0.912600845,1.202299111,-0.759046428,0.447824784,0.749948142,,,0.486295072,,,,,,
hsa-miR-576-5p,412.607208,-0.908922871,0.758151457,-1.198867141,0.23057961,0.694462852,,,0.486295072,,,,,,
hsa-miR-3661,47.76545103,-0.894419021,1.024148921,-0.873329067,NA,NA,,,0.486295072,,,,,,
NovelmiRNA-792,2.256919127,-0.874311016,2.132777958,-0.409940009,0.681849955,0.989035891,,,0.486295072,,,,,,
hsa-miR-6812-3p,9.698774388,-0.867799301,1.461988305,-0.593574721,0.552796592,0.868116281,,,0.486295072,,,,,,
hsa-miR-6827-3p,8.716310649,-0.857914937,1.472571334,-0.582596522,0.560164947,0.875222187,,,0.486295072,,,,,,
hsa-miR-140-3p,11261.16731,-0.854293084,0.885687571,-0.964553542,0.334768478,0.694462852,,,0.486295072,,,,,,
hsa-miR-145-5p,45.13498352,-0.851387841,0.989782236,-0.860176925,0.389691522,0.696288691,,,0.486295072,,,,,,
hsa-miR-4765,1.142258047,-0.842069624,2.195043395,-0.383623224,0.701257724,0.997787112,,,0.486295072,,,,,,
NovelmiRNA-219,1.142258047,-0.842069624,2.195043395,-0.383623224,0.701257724,0.997787112,,,0.486295072,,,,,,
hsa-miR-4660,1.211344397,-0.832754442,2.190162964,-0.380224876,0.703778495,0.997787112,,,0.486295072,,,,,,
hsa-miR-3085-5p,6.427095405,-0.826146998,1.710618035,-0.482952349,0.629129571,0.940943061,,,0.486295072,,,,,,
NovelmiRNA-670,1.986727746,-0.825349386,2.067398137,-0.399221307,0.689730145,0.992979133,,,0.486295072,,,,,,
hsa-miR-4479,1.967500334,-0.811912489,2.068109797,-0.392586743,0.694624733,0.995425432,,,0.486295072,,,,,,
hsa-miR-3620-3p,13.43099059,-0.786500837,1.390201658,-0.565745863,0.571566553,0.886641097,,,0.486295072,,,,,,
hsa-miR-374a-3p,1634.408877,-0.782026163,0.717235147,-1.090334413,0.275565862,0.694462852,,,0.486295072,,,,,,
hsa-miR-382-5p,2768.698436,-0.776772611,0.664095392,-1.169670232,0.242133702,0.694462852,,,0.486295072,,,,,,
NovelmiRNA-228,10.51137267,-0.770074517,1.587017743,-0.485233716,0.627510568,0.940349332,,,0.486295072,,,,,,
hsa-miR-4661-5p,36.89873367,-0.755972752,1.228325872,-0.615449669,0.538257798,0.854515992,,,0.486295072,,,,,,
hsa-miR-3916,1.031818697,-0.74380774,2.19837698,-0.338344036,0.735103942,0.997787112,,,0.486295072,,,,,,
hsa-miR-6746-5p,2.32133589,-0.738805633,2.049845964,-0.360420073,0.718533017,0.997787112,,,0.48609663,,,,,,
hsa-miR-148a-3p,39029.15613,-0.734242188,0.767095166,-0.957172227,0.338480333,0.694462852,,,0.48609663,,,,,,
NovelmiRNA-943,3.5159111,-0.729967056,1.854775681,-0.39356083,0.693905305,0.995425432,,,0.48609663,,,,,,
hsa-miR-5094,6.581717862,-0.72447288,2.200988926,-0.329157894,0.742036347,0.997787112,,,0.48609663,,,,,,
hsa-miR-143-3p,630.1995288,-0.723368001,0.895114855,-0.808128697,0.419016499,0.71177306,,,0.48609663,,,,,,
hsa-miR-182-5p,59.26697165,-0.705310335,1.028239092,-0.685940012,0.492750938,0.803936785,,,0.48609663,,,,,,
hsa-miR-5587-5p,3.821232652,-0.702996147,1.735891296,-0.404977056,0.685494376,0.989658391,,,0.48609663,,,,,,
hsa-miR-3127-3p,8.230951713,-0.69816545,1.357219445,-0.514408671,0.606966298,0.923044598,,,0.48609663,,,,,,
hsa-miR-651-5p,74.74120915,-0.689678351,0.855321165,-0.80633846,0.42004772,0.712738083,,,0.48609663,,,,,,
hsa-miR-28-3p,22370.9442,-0.688035006,0.860486595,-0.799588292,0.423949373,0.716986907,,,0.48609663,,,,,,
NovelmiRNA-1109,1.963911089,-0.675363869,2.149248639,-0.314232545,0.753344426,0.997787112,,,0.48609663,,,,,,
hsa-miR-29c-5p,244.100205,-0.67370412,0.643225715,-1.047383685,0.294922653,0.694462852,,,0.48609663,,,,,,
hsa-miR-556-3p,7.96003062,-0.670248636,1.354084523,-0.494982864,0.620612216,0.934561841,,,0.48609663,,,,,,
hsa-miR-1304-5p,385.2508266,-0.669260459,0.761759656,-0.878571677,0.379633558,0.694462852,,,0.48609663,,,,,,
NovelmiRNA-260,5.514317283,-0.665182403,2.201555646,-0.302141989,0.762543824,0.997787112,,,0.48609663,,,,,,
hsa-miR-579-5p,18.94030643,-0.660140441,1.119724427,-0.589556167,0.555488246,0.869680987,,,0.48609663,,,,,,
hsa-miR-380-3p,130.8335504,-0.655172529,0.962159504,-0.680939622,0.495909695,0.806770636,,,0.48609663,,,,,,
hsa-miR-889-3p,2620.858459,-0.643463475,0.746530903,-0.861938164,NA,NA,,,0.48609663,,,,,,
hsa-miR-586,1.55217973,-0.641159897,2.17328506,-0.295018776,0.767979537,0.997787112,,,0.48609663,,,,,,
hsa-miR-135b-5p,2.452287233,-0.632545426,1.956365937,-0.323326743,0.746447803,0.997787112,,,0.48609663,,,,,,
hsa-miR-582-3p,8857.767926,-0.629827419,0.89948087,-0.700212133,0.483794835,0.794250674,,,0.48609663,,,,,,
hsa-miR-33b-3p,18.34545612,-0.609870564,1.175690534,-0.518733924,0.603946302,0.923012272,,,0.48609663,,,,,,
NovelmiRNA-872,12.64299635,-0.602634009,2.184083684,-0.27592075,0.782608936,0.997787112,,,0.48609663,,,,,,
hsa-miR-500a-5p,156.4754252,-0.602138355,0.701459911,-0.858407367,0.390667561,0.696288691,,,0.48609663,,,,,,
hsa-miR-15a-5p,66.40202071,-0.588786664,1.944619734,-0.302777275,0.762059603,0.997787112,,,0.48609663,,,,,,
hsa-miR-30e-3p,6613.991321,-0.588179706,0.565962662,-1.039255317,0.29868601,0.694462852,,,0.48609663,,,,,,
hsa-miR-655-3p,125.0163644,-0.586001792,0.733735332,-0.798655547,0.42449017,0.71711347,,,0.48609663,,,,,,
hsa-miR-6765-3p,1.744086666,-0.585567414,2.158648824,-0.271265714,0.786186674,0.997787112,,,0.48609663,,,,,,
hsa-miR-154-3p,22.86853233,-0.585107208,2.198606812,-0.266126351,NA,NA,,,0.48609663,,,,,,
hsa-miR-3128,15.37847322,-0.583568325,1.193502547,-0.488954403,0.624873979,0.938225418,,,0.48609663,,,,,,
hsa-miR-4794,1.27320939,-0.581726571,2.189337736,-0.265708922,0.790463391,0.997787112,,,0.48609663,,,,,,
hsa-miR-1249-3p,23.4668493,-0.575994759,1.112689674,-0.51765984,0.604695623,0.923044598,,,0.48609663,,,,,,
hsa-miR-3164,2.337452214,-0.575579299,2.045191124,-0.281430568,0.778380175,0.997787112,,,0.48609663,,,,,,
NovelmiRNA-72,4.964125776,-0.563631736,1.742113787,-0.32353325,0.74629143,0.997787112,,,0.48609663,,,,,,
hsa-miR-6132,1.759724833,-0.563586795,2.090902422,-0.26954237,0.787512341,0.997787112,,,0.48609663,,,,,,
hsa-miR-3938,7.425382593,-0.550881268,1.489409454,-0.369865564,0.711482661,0.997787112,,,0.48609663,,,,,,
hsa-miR-3200-3p,82.38777352,-0.547260943,0.825263263,-0.663134987,0.507244105,0.820726375,,,0.48609663,,,,,,
hsa-miR-101-2-3p,14226.87379,-0.54462982,0.83037402,-0.655884947,0.511898154,0.824933256,,,0.48609663,,,,,,
hsa-miR-541-5p,90.55497821,-0.544263831,1.038691905,-0.523989672,0.600285723,0.920159092,,,0.48609663,,,,,,
hsa-miR-541-3p,13.01701169,-0.542663246,2.199289673,-0.24674478,NA,NA,,,0.48609663,,,,,,
hsa-miR-101-3p,13999.43523,-0.542216655,0.83029564,-0.653040471,0.513730188,0.827019623,,,0.48609663,,,,,,
NovelmiRNA-744,7.350376545,-0.538960253,1.789892161,-0.301113254,0.763328135,0.997787112,,,0.48609663,,,,,,
hsa-miR-548s,9.650414464,-0.538501245,1.423189799,-0.378376268,0.705151095,0.997787112,,,0.48609663,,,,,,
hsa-miR-6765-5p,3.679880112,-0.536150955,1.867654142,-0.287071864,0.774057295,0.997787112,,,0.48609663,,,,,,
hsa-miR-499a-5p,7.599562147,-0.528500483,1.498644317,-0.352652379,0.724349065,0.997787112,,,0.48609663,,,,,,
hsa-miR-4999-5p,1.836672717,-0.516214927,2.15489804,-0.239554224,0.810675856,0.997787112,,,0.48609663,,,,,,
hsa-miR-122-5p,4.761337635,-0.512566245,1.532646842,-0.334432063,0.738053548,0.997787112,,,0.48609663,,,,,,
hsa-miR-3675-5p,7.281578102,-0.504889638,1.69975387,-0.297036911,0.76643833,0.997787112,,,0.48609663,,,,,,
hsa-miR-6716-3p,20.01420995,-0.500645379,1.354221662,-0.369692342,0.711611738,0.997787112,,,0.48609663,,,,,,
hsa-miR-4511,2.22940302,-0.495364919,2.053044489,-0.24128309,0.809335716,0.997787112,,,0.48609663,,,,,,
hsa-miR-20b-3p,20.9067378,-0.494823366,2.198673368,-0.225055423,0.821936158,0.997787112,,,0.48609663,,,,,,
hsa-miR-365a-3p,805.4837066,-0.494497087,0.68513432,-0.721752031,0.470446946,0.776843187,,,0.48609663,,,,,,
hsa-miR-365b-3p,805.4837066,-0.494497087,0.68513432,-0.721752031,0.470446946,0.776843187,,,0.48609663,,,,,,
hsa-miR-34a-5p,2568.654961,-0.493669983,0.557098591,-0.886144735,0.37553954,0.694462852,,,0.48609663,,,,,,
NovelmiRNA-1142,165.5760758,-0.489618768,2.197794718,-0.222777298,0.823708838,0.997787112,,,0.48609663,,,,,,
hsa-miR-342-3p,1113.876319,-0.489118189,0.613129835,-0.79773999,0.425021392,0.717223599,,,0.48609663,,,,,,
hsa-miR-6879-3p,1.612646609,-0.483772026,2.10336308,-0.229999295,0.818092317,0.997787112,,,0.48609663,,,,,,
hsa-miR-4504,14.29672999,-0.479762771,1.319110503,-0.363701729,0.716080752,0.997787112,,,0.48609663,,,,,,
hsa-miR-1972,847.0305627,-0.478060511,1.665880426,-0.286971684,0.774134002,0.997787112,,,0.485889826,,,,,,
hsa-miR-6786-3p,4.498013894,-0.471194745,1.920762403,-0.245316518,0.806211363,0.997787112,,,0.481579927,,,,,,
hsa-miR-450b-5p,1498.907927,-0.460636837,0.627186372,-0.73444969,0.462674712,0.769790682,,,0.478519191,,,,,,
hsa-miR-4672,1.566443101,-0.456669679,2.103413812,-0.217108814,0.828123545,0.997787112,,,0.478388897,,,,,,
hsa-miR-616-3p,4.559374878,-0.456582073,1.659975249,-0.275053543,0.783275103,0.997787112,,,0.475255442,,,,,,
hsa-miR-1296-5p,274.9887446,-0.45230417,0.731454455,-0.618362725,NA,NA,,,0.473816377,,,,,,
hsa-miR-1277-5p,31.4162084,-0.441886013,1.037683034,-0.425839104,0.670225091,0.977702763,,,0.47313866,,,,,,
NovelmiRNA-954,1.699074224,-0.439679798,2.16642727,-0.202951562,0.839172892,0.997787112,,,0.472248459,,,,,,
hsa-miR-202-5p,2.702140997,-0.439055953,2.105535885,-0.208524564,0.834819405,0.997787112,,,0.470760681,,,,,,
hsa-miR-374b-5p,1191.525168,-0.436375799,0.699194803,-0.624111903,0.532554098,0.849327208,,,0.470466561,,,,,,
hsa-miR-30b-5p,816.7165552,-0.429792973,0.69899656,-0.614871371,0.538639671,0.854515992,,,0.469825541,,,,,,
NovelmiRNA-280,6.78572771,-0.424866586,1.508334214,-0.28167934,0.778189398,0.997787112,,,0.466302803,,,,,,
hsa-miR-188-5p,30.00061241,-0.421670909,1.103826755,-0.382008234,0.702455257,0.997787112,,,0.466302803,,,,,,
NovelmiRNA-442,58.82613203,-0.419210843,2.198021342,-0.190721916,NA,NA,,,0.466302803,,,,,,
hsa-miR-6770-3p,3.705063576,-0.418288368,1.9577815,-0.213654265,0.830816679,0.997787112,,,0.466302803,,,,,,
hsa-miR-3179,9.423259781,-0.414275658,1.442677246,-0.287157546,0.773991691,0.997787112,,,0.466302803,,,,,,
hsa-miR-148b-3p,22847.87642,-0.409075144,0.730249274,-0.560185622,0.575352833,0.889917598,,,0.466302803,,,,,,
hsa-miR-6516-5p,15.87128947,-0.40674662,2.176509217,-0.186880265,0.851754513,0.997787112,,,0.466302803,,,,,,
hsa-miR-181a-3p,10206.34024,-0.403963495,0.592581941,-0.681700651,0.495428256,0.806770636,,,0.466302803,,,,,,
hsa-miR-4645-3p,70.89580038,-0.403886244,0.814793738,-0.495691395,0.620112159,0.934561841,,,0.466302803,,,,,,
hsa-miR-548a-3p,4.22242133,-0.39986022,1.795750111,-0.222670302,0.823792116,0.997787112,,,0.466302803,,,,,,
NovelmiRNA-691,12.82957656,-0.397003289,2.199265806,-0.180516283,NA,NA,,,0.466302803,,,,,,
hsa-miR-6798-3p,21.36649805,-0.396129436,1.164077112,-0.340294841,0.733634502,0.997787112,,,0.466302803,,,,,,
hsa-miR-4662a-5p,5.204295263,-0.392197315,1.607217557,-0.244022543,0.807213361,0.997787112,,,0.466302803,,,,,,
hsa-miR-197-3p,3503.768698,-0.390407505,0.623863884,-0.625789559,0.531452981,0.849327208,,,0.466302803,,,,,,
hsa-miR-652-3p,495.6299695,-0.386480535,0.642303708,-0.601709955,0.547367223,0.861347807,,,0.466302803,,,,,,
hsa-miR-138-5p,1.443532982,-0.376663344,2.061300353,-0.182730937,0.85500914,0.997787112,,,0.466302803,,,,,,
