Symbol	N3A
ADAM1A	9.34823370736966
ADAM20	8.01739766558759
ADAM20P1	7.18552063445735
ADAM21	6.66087569292893
ADAM22	10.4461631909914
ADAM23	7.63915519209229
ADAM28	9.98506994116268
ADAM32	5.4064594706273
ADAM33	7.67220104041683
ADAM8	8.94567126999404
ADAM9	12.1085302979024
ADAMDEC1	2.44721252581613
ADAMTS1	11.7507826741294
ADAMTS10	9.47575927660783
ADAMTS12	8.3216304658544
ADAMTS13	9.68229889457741
ADAMTS14	4.7170676011319
ADAMTS15	11.0690618204144
ADAMTS16	10.9014028411141
ADAMTS17	10.0364935999063
ADAMTS18	6.55318775760832
ADAMTS19	8.22819941547293
ADAMTS2	8.26394931582524
ADAMTS3	7.2126435129913
ADAMTS4	7.88521286960966
ADAMTS5	10.3515553686391
ADAMTS6	8.09383033110992
ADAMTS7	8.4025922207504
ADAMTS8	8.0509742638906
ADAMTS9	12.8119366548663
ADAMTS9-AS1	12.6807803415345
ADAMTS9-AS2	10.9893784180879
ADAMTSL1	10.4783776660945
ADAMTSL2	10.8513020683925
ADAMTSL3	11.4610164900743
ADAMTSL4	9.3617860799495
ADAMTSL4-AS1	6.78209128383941
ADAMTSL5	6.63377338223921
ADAP1	10.1717018657113
ADAP2	10.0512884295494
ADAR	14.1121870406693
ADARB1	11.0297478013995
ADARB2	6.47098187950084
ADAT1	11.0330108514491
ADAT2	8.44624347491636
ADAT3	8.15247458578583
ADCK1	9.56418468898457
ADCK2	9.67248115114907
ADCK5	8.67348766843583
ADCY1	10.2575408039293
ADCY10	7.87076143744941
ADCY10P1	9.38436136247974
ADCY2	6.22749968021662
ADCY3	9.63305588934328
ADCY4	10.6813253446369
ADCY5	10.3837128071988
ADCY6	12.4069275720489
ADCY7	9.76835542526838
ADCY9	12.8384972950695
ADCYAP1	5.24528521313813
ADCYAP1R1	2.44721252581613
ADD1	13.9760617440666
ADD2	3.92956483895384
ADD3	13.8069166666275
ADGRA1	6.39237146306538
ADGRA2	10.7670368626724
ADGRA3	11.3843628522844
ADGRB1	6.52906497203583
ADGRB2	7.95757303781014
ADGRB3	7.79357295549037
ADGRD1	6.66087569292893
ADGRE1	5.53364786120453
ADGRE2	7.40439840991162
ADGRE3	5.17990052787033
ADGRE4P	5.31155148004771
ADGRE5	10.0452959832264
ADGRF1	10.9703403979673
ADGRF3	8.34191962300617
ADGRF5	13.7843326660582
ADGRG1	14.7153983817908
ADGRG2	8.30679807794526
ADGRG3	6.1426410128414
ADGRG4	2.44721252581613
ADGRG5	10.5206910619818
ADGRG6	11.1285459722376
ADGRL1	10.9779983986152
ADGRL2	12.4332353474477
ADGRL3	8.86516093709675
ADGRL4	9.14004663171936
ADGRV1	11.6809264999112
ADH1B	10.7575263363331
ADH1C	9.52021941400105
ADH5	12.9611903269896
ADH6	11.9884540365963
ADHFE1	10.859109417885
ADI1	13.6260904041845
ADIPOQ	1.19149088339814
ADIPOR1	12.15750302212
ADIPOR2	11.6789954429728
ADIRF	11.4718999954758
ADK	10.1101274523318
ADM	10.1486681781856
ADM2	11.986076285653
ADM5	6.63377338223921
ADNP	12.6592501748843
ADNP-AS1	7.24480591046748
ADNP2	11.3630764481428
ADO	10.1580292155065
ADORA1	9.45084427775615
ADORA2A	6.83693071255381
ADORA2A-AS1	10.4864821271132
ADORA2B	7.45005241203118
ADORA3	5.0271239827666
ADPGK	10.9481799686808
ADPRH	8.79430289789691
ADPRHL1	7.27261873414493
ADPRHL2	9.91845151749415
ADPRM	7.97019448707111
ADRA1A	7.80467310544517
ADRA1B	8.5681387356636
ADRA2A	7.79357295549037
ADRA2B	8.04124739424739
ADRA2C	8.7430673155457
ADRB1	6.70972731992671
ADRB2	6.55318775760832
ADRM1	11.0669272982866
ADSL	10.6666193193467
ADSS	10.6508554796269
ADSSL1	10.697234156126
ADTRP	6.66087569292893
AEBP1	11.8749898516542
AEBP2	11.1845251670277
AEN	9.05766163023881
AES	12.6609413580526
AFAP1	10.7979377848608
AFAP1-AS1	7.22806972184472
AFAP1L1	10.2803105924885
AFAP1L2	11.4359896471473
AFDN	13.8152776803269
AFDN-AS1	7.71223023865006
AFF1	14.7496052408345
AFF2	6.63377338223921
AFF3	9.0254846439902
AFF4	13.5718401494957
AFG3L1P	10.4665558251601
AFG3L2	12.3869222055701
AFM	13.038846833351
AFMID	13.0368742366145
AFTPH	12.5050259599992
AGA	9.32805014480875
AGAP1	12.9457759052865
AGAP1-IT1	8.87253535611651
AGAP11	8.65362611342504
AGAP12P	8.93018955962276
AGAP2	5.97280007987356
AGAP3	11.2894370864386
AGAP4	7.74588571562574
AGAP5	8.95708572376564
AGAP6	9.8048528285797
AGBL2	7.80467310544517
AGBL3	8.26794985447422
AGBL4	8.96071852219018
AGBL5	11.5002388000606
AGFG1	11.6789954429728
AGFG2	10.4102922993787
AGGF1	10.8234659432696
AGK	10.8115573807389
AGL	12.0401480509142
AGMAT	14.83617526102
AGMO	9.83945371226745
AGO1	12.6006379562926
AGO2	12.5494437657987
AGO3	11.1457715578476
AGO4	11.0845562626738
AGPAT1	1.19149088339814
AGPAT2	10.2921422851076
AGPAT3	14.1839368209594
AGPAT4	10.2777107310659
AGPAT4-IT1	7.85431073802141
AGPAT5	10.6137343998715
AGPS	11.5041958442111
AGR2	6.68568224010578
AGRN	14.0556673085107
AGRP	6.76259940361822
AGT	12.1655393506286
AGTPBP1	10.6459860121051
AGTR1	8.81352285293969
AGTR2	2.44721252581613
AGTRAP	11.0242645714692
AGXT	10.8430975268626
AGXT2	14.1939365232049
AHCTF1	12.2353709055291
AHCY	13.7357046450574
AHCYL1	13.5059450031137
AHCYL2	12.4094997117197
AHDC1	11.6789954429728
AHI1	10.8553586430561
AHNAK	16.5823866294961
AHNAK2	9.19021978928591
AHR	11.4325035790155
AHRR	6.97571453842114
AHSA1	11.2689176921688
AHSA2	12.1439036131486
AHSG	4.80417794870006
AHSP	1.19149088339814
AIDA	9.91845151749415
AIF1L	14.534203908088
AIFM1	13.4462803961388
AIFM2	9.90314150062743
AIFM3	7.43788103412873
AIG1	12.4510130215711
AIM1	12.8270214617455
AIM1L	5.0271239827666
AIM2	4.61724668265467
AIMP1	10.1122077944294
AIMP2	8.76899597187513
AIP	10.8379006328443
AIRE	4.26305036618531
AIRN	7.53531521328847
AJAP1	10.5750797070096
AJUBA	11.536219451462
AK1	9.27994594833997
AK2	13.5472206022781
AK3	11.9378747560126
AK4	14.8918477293827
AK5	6.52906497203583
AK6	7.60892342603141
AK7	8.22819941547293
AK8	8.22819941547293
AK9	10.0049198807279
AKAP1	12.3123424552363
AKAP10	11.2517400936532
AKAP11	12.908197814276
AKAP12	12.9830486998251
AKAP13	13.9575662778895
AKAP3	8.22819941547293
AKAP5	7.94423871592903
AKAP6	11.0117454121139
AKAP7	8.42616079913433
AKAP8	11.3403926273236
AKAP8L	12.0166217050252
AKAP9	13.2172225233698
AKIP1	8.97614021939435
AKIRIN1	11.3801085982122
AKIRIN2	10.0129175548907
AKNA	10.3914797041967
AKR1A1	13.6646910321844
AKR1B1	10.7918413869917
AKR1B10	6.39237146306538
AKR1C1	10.1658132444769
AKR1C2	7.25783098131089
AKR1C3	12.1733569763614
AKR1E2	8.61858405912406
AKR7A2	12.7799807160684
AKR7A3	12.4975474984481
AKR7L	10.1600865335292
AKT1	12.2178103653691
AKT1S1	10.5702615635726
AKT2	12.7932558994031
AKT3	11.9082494980962
AKTIP	10.6696402831004
ALAD	13.6016612859692
ALAS1	10.8824744757587
ALAS2	5.97280007987356
ALB	13.9079471183361
ALCAM	11.607254848813
ALDH16A1	11.2163053772256
ALDH18A1	11.0140419109099
ALDH1A1	13.5834006031135
ALDH1A2	10.5090883419744
ALDH1A3	7.07185851775327
ALDH1B1	12.6888604109631
ALDH1L1	14.2932614609858
ALDH1L1-AS1	7.74588571562574
ALDH1L1-AS2	8.68861147704059
ALDH1L2	7.46058531631961
ALDH2	14.509281893783
ALDH3A1	5.10727771339942
ALDH3A2	14.3396483877983
ALDH3B1	11.0436431016731
ALDH4A1	15.4165637674626
ALDH5A1	12.4007649783713
ALDH6A1	15.7322260503744
ALDH7A1	13.5270156161505
ALDH8A1	12.6840743954435
ALDH9A1	13.3215432056823
ALDOA	14.2778918265674
ALDOB	18.3706901748067
ALDOC	8.62194648357481
ALG1	10.0655238866139
ALG10	8.31490404978
ALG10B	9.22972983706972
ALG11	8.78168690042839
ALG12	10.7517187693108
ALG13	10.9218217240635
ALG14	8.62604353721779
ALG1L9P	7.14194624310218
ALG2	10.7560076698986
ALG3	9.55847295974532
ALG5	9.70180258823368
ALG6	8.26794985447422
ALG8	9.89508841518397
ALG9	10.3788560914148
ALK	7.5890415892623
ALKBH1	9.14004663171936
ALKBH2	7.62173697768167
ALKBH3	9.20525126915319
ALKBH3-AS1	7.40439840991162
ALKBH4	9.38999664188354
ALKBH5	12.9045838565049
ALKBH6	8.38725071608352
ALKBH7	10.618361269189
ALKBH8	8.97614021939435
ALLC	8.53396220746765
ALMS1	12.8060502742857
ALMS1P1	7.33921183681484
ALOX12	9.60984630228596
ALOX12-AS1	6.60827244096109
ALOX12B	6.52906497203583
ALOX12P2	9.91845151749415
ALOX15	1.19149088339814
ALOX5	7.65033704314159
ALOX5AP	6.74492402173341
ALPI	6.74492402173341
ALPK1	10.2202727117535
ALPK2	12.3029211503465
ALPK3	12.1263107078044
ALPL	12.777374533397
ALS2	12.0457640107657
ALS2CL	13.0532926784849
ALS2CR12	8.13857206692268
ALX1	5.10727771339942
ALX3	8.56212318992525
ALX4	6.4196685535052
ALYREF	9.00992574853526
AMACR	8.72136267630201
AMBP	8.87253535611651
AMBRA1	11.7523106180077
AMD1	11.4379495069392
AMDHD1	9.41177944465364
AMDHD2	10.8144790714593
AMER1	11.4207555539779
AMFR	13.4236650100731
AMIGO1	9.43089939889654
AMIGO2	8.79017897891725
AMIGO3	9.08894391098173
AMMECR1	9.29240829311586
AMMECR1L	10.9049113126075
AMN	12.7074933718828
AMN1	8.49115628831423
AMOT	12.4326598387538
AMOTL1	11.927043424336
AMOTL2	12.5627006158822
AMPD1	3.42114562272318
AMPD2	11.4219256984437
AMPD3	10.7584638316467
AMPH	8.20928995259462
AMT	11.4689107203295
AMY2B	10.9560135362498
AMZ1	8.3216304658544
AMZ2	11.0620632661073
AMZ2P1	8.0509742638906
ANAPC1	11.4325035790155
ANAPC10	8.30679807794526
ANAPC11	9.55079348387662
ANAPC13	10.7353700697056
ANAPC15	7.77062635061814
ANAPC16	11.8671016956538
ANAPC2	11.2888601117134
ANAPC4	9.91145550510523
ANAPC5	12.1515853033704
ANAPC7	10.8940755184741
ANG	8.28539326005031
ANGEL1	11.2702903228341
ANGEL2	10.6276243809026
ANGPT1	9.67580520806364
ANGPT2	8.68288564379182
ANGPT4	5.49321576567392
ANGPTL1	9.67248115114907
ANGPTL2	9.93458379024142
ANGPTL3	11.2011982103676
ANGPTL4	8.00886844637589
ANGPTL6	5.49321576567392
ANGPTL7	8.22819941547293
ANGPTL8	7.66164399221412
ANK1	6.81815073001219
ANK2	15.0794891602583
ANK3	14.6538588351622
ANKAR	9.29581773828587
ANKDD1A	8.44624347491636
ANKDD1B	8.9946110452277
ANKEF1	8.98537467578519
ANKFY1	12.4834934616527
ANKH	11.7268578204494
ANKHD1	7.83214616708748
ANKIB1	12.8801756040853
ANKLE2	11.6109892250792
ANKMY1	10.106653084619
ANKMY2	10.0796862532543
ANKRA2	9.42125020651164
ANKRD10	12.0043000391575
ANKRD11	12.3610726776774
ANKRD12	11.8494973449679
ANKRD13A	11.4076269696713
ANKRD13B	7.07185851775327
ANKRD13C	10.5967633303769
ANKRD13D	9.85772082647702
ANKRD16	9.14711961337841
ANKRD17	13.6105379759421
ANKRD18A	9.0828229135045
ANKRD18CP	7.74588571562574
ANKRD19P	7.74588571562574
ANKRD2	7.04494497290535
ANKRD20A4	0.41936061283495
ANKRD20A5P	7.19941333342476
ANKRD20A8P	7.51413050314855
ANKRD22	6.55318775760832
ANKRD23	8.93666741939192
ANKRD24	9.04168832551133
ANKRD26	11.3464949429942
ANKRD27	11.3834794514879
ANKRD28	11.6399793351606
ANKRD29	7.51413050314855
ANKRD33B	13.0251174409635
ANKRD34A	6.25035536679509
ANKRD34B	3.00058059965809
ANKRD35	5.10727771339942
ANKRD36	11.307506077784
ANKRD36B	10.6580695919595
ANKRD36BP1	9.79195002376427
ANKRD36BP2	5.10727771339942
ANKRD36C	10.8094619938253
ANKRD37	7.36703056172143
ANKRD39	8.12200043290422
ANKRD40	11.3949364574747
ANKRD42	10.416427847337
ANKRD44	10.2803105924885
ANKRD44-IT1	7.84561019096273
ANKRD45	7.39015150886521
ANKRD46	10.6105822401874
ANKRD49	8.23562614990528
ANKRD50	10.8576131650024
ANKRD52	12.7312005243828
ANKRD53	6.99268746031079
ANKRD54	10.1418163649128
ANKRD55	7.49256352813286
ANKRD6	9.92397476571357
ANKRD61	8.0509742638906
ANKRD62P1-PARP4P3	7.25783098131089
ANKRD63	7.70169164035032
ANKRD65	7.41637294211996
ANKRD9	9.72238977279244
ANKS1A	12.3682327781222
ANKS1B	10.7811708822178
ANKS3	10.5614007845241
ANKS4B	11.3086824421108
ANKS6	11.5166762402045
ANKZF1	11.4476922149253
ANLN	5.4064594706273
ANO1	9.11634556446629
ANO10	11.4279709567295
ANO2	7.2126435129913
ANO3	8.94156548097193
ANO4	4.7170676011319
ANO5	10.3590046557017
ANO6	13.0234074838373
ANO7	7.94423871592903
ANO8	10.2484689214512
ANO9	10.3419259593107
ANOS1	7.2126435129913
ANP32A	11.6935386673634
ANP32A-IT1	9.76970145056533
ANP32B	11.0921255672067
ANP32E	10.4895985415007
ANPEP	16.2868237659639
ANTXR1	11.0881783097466
ANTXR2	10.6255050734096
ANTXRLP1	1.19149088339814
ANXA1	9.93681581110197
ANXA11	13.2030092658297
ANXA13	4.80417794870006
ANXA2	12.005049812249
ANXA2P1	7.57607431271729
ANXA2R	6.22749968021662
ANXA3	9.02295187771732
ANXA4	12.275135364638
ANXA5	12.4056661235153
ANXA6	12.8397875225764
ANXA7	12.5580646117356
ANXA9	11.1693609730577
AOAH	9.62776330842255
AOAH-IT1	6.95562405108036
AOC1	15.1677234290108
AOC2	8.24698688554709
AOC3	10.405469246961
AOC4P	7.51413050314855
AOX1	15.2773657224748
AP1AR	10.2648645450166
AP1B1	12.7435789791995
AP1G1	13.4887563652947
AP1G2	11.0911078987918
AP1M1	11.6391404898899
AP1M2	10.8841191369694
AP1S1	10.7205234938838
AP1S2	8.34191962300617
AP1S3	8.76899597187513
AP2A1	12.0219241417181
AP2A2	13.2665602846307
AP2B1	13.8268903761882
AP2M1	13.0690673924471
AP2S1	10.2079361088456
AP3B1	12.0232788329964
AP3B2	7.00858139523594
AP3D1	13.3761212885422
AP3M1	10.7431115169866
AP3M2	10.6026873421143
AP3S1	9.16368377022837
AP3S2	7.30517049930625
AP4B1	9.16368377022837
AP4B1-AS1	5.79940799830435
AP4E1	9.96487375822023
AP4M1	9.37648103377651
AP4S1	9.95295757427205
AP5B1	12.0950963877784
AP5M1	11.3483080462364
AP5S1	9.28823511333525
AP5Z1	11.0209275249434
APAF1	10.0399302495776
APBA1	9.29240829311586
APBA2	6.86718670517714
APBA3	10.1046061345878
APBB1	11.4379495069392
APBB1IP	8.71680264209117
APBB2	12.4139992037992
APBB3	10.3761635840974
APC	12.0025879045777
APC2	8.96621264557078
APCDD1	7.04494497290535
APCDD1L	9.24105077574011
APCDD1L-AS1	8.49115628831423
APEH	12.8411408284518
APELA	3.69639787598193
APEX1	11.4807994426542
APEX2	9.89947696420377
APH1A	12.3703519290802
APH1B	9.63879919596193
API5	11.9145454816031
APIP	9.51732443101846
APLF	9.19781646972465
APLN	9.15100714684166
APLNR	10.7476034132169
APLP1	8.02511115502776
APLP2	15.1022360992834
APMAP	11.533222459455
APOA1-AS	7.33921183681484
APOB	9.37648103377651
APOBEC2	8.01739766558759
APOBEC3C	7.66164399221412
APOBEC3D	7.30517049930625
APOBEC3F	9.06046400817549
APOBEC3G	7.32172040234635
APOBR	6.60827244096109
APOC1	6.20346423228953
APOC3	6.68568224010578
APOD	8.76242363610429
APOE	15.8574605651194
APOH	10.6542329779065
APOL1	10.9779983986152
APOL2	10.8021671104429
APOL3	10.3104740150126
APOL4	6.31768695439764
APOL6	11.5234748922244
APOLD1	7.57607431271729
APOO	9.30180444225444
APOOL	11.3788872945321
APOPT1	10.0026246148355
APP	15.3760171346621
APPBP2	11.5486078332291
APPL1	11.3630764481428
APPL2	11.8821677643303
APRT	10.9224805016757
APTR	8.64690356037355
APTX	10.3397133439858
AQP1	16.5290385791347
AQP11	9.54376187714773
AQP2	16.1749188492862
AQP3	13.5514128249882
AQP4	8.02511115502776
AQP4-AS1	7.5613343798553
AQP5	7.22806972184472
AQP6	11.0620632661073
AQP7	11.7298927931761
AQP7P1	8.60236998159996
AQP7P3	7.52378244037325
AQP9	7.12476497441945
AQR	11.704921797529
AR	11.5673735993673
ARAF	11.9312255537579
ARAP1	12.7789197721123
ARAP2	10.888408787457
ARAP3	10.9860236574339
ARC	5.68012596041829
ARCN1	12.5041120004404
AREL1	11.9358747339536
ARF1	13.190917779809
ARF3	13.3414503907542
ARF4	11.2139013181663
ARF5	11.1000619555696
ARF6	11.5421071790811
ARFGAP1	11.616791644811
ARFGAP2	12.1703855351627
ARFGAP3	11.3618831271373
ARFGEF1	13.3021053511044
ARFGEF2	13.2857272190203
ARFGEF3	10.7431115169866
ARFIP1	10.4557621474152
ARFIP2	11.025932721923
ARFRP1	10.7719534611956
ARG2	11.651091906918
ARGFXP2	7.22806972184472
ARGLU1	11.286008640513
ARHGAP1	12.1474876378119
ARHGAP10	11.0499027690451
ARHGAP11A	6.74492402173341
ARHGAP12	11.9030313882329
ARHGAP15	7.70169164035032
ARHGAP17	11.3708658328104
ARHGAP18	11.6839715917504
ARHGAP19	9.16368377022837
ARHGAP20	6.49349613280163
ARHGAP21	12.2667620583372
ARHGAP22	6.60827244096109
ARHGAP23	11.2298356391925
ARHGAP24	13.3842974088187
ARHGAP25	8.97914982678567
ARHGAP26	11.4978020737819
ARHGAP26-AS1	6.31768695439764
ARHGAP27	5.79940799830435
ARHGAP27P1	9.67580520806364
ARHGAP27P1-BPTFP1-KPNA2P3	9.94081064101442
ARHGAP28	10.5125674001932
ARHGAP29	12.2693469753942
ARHGAP30	8.85581890268115
ARHGAP31	12.0413624509034
ARHGAP31-AS1	6.68568224010578
ARHGAP32	12.4301360314872
ARHGAP33	9.23316419697228
ARHGAP35	13.8520796476971
ARHGAP39	9.95104183597203
ARHGAP4	10.1155416998851
ARHGAP40	5.53364786120453
ARHGAP42	10.7242155155902
ARHGAP44	9.81277435551643
ARHGAP45	9.84295871799392
ARHGAP5	13.0349003855033
ARHGAP5-AS1	6.91541067293013
ARHGAP6	11.3403926273236
ARHGAP9	7.80467310544517
ARHGDIA	12.5749905288441
ARHGDIB	10.7052272323542
ARHGEF1	11.6061157733614
ARHGEF10	10.5939066420869
ARHGEF10L	13.3733907927068
ARHGEF11	12.3741499085656
ARHGEF12	14.969618975937
ARHGEF15	10.6379160745202
ARHGEF16	11.1440836755425
ARHGEF17	13.337771997609
ARHGEF18	11.8427030651732
ARHGEF19	8.42222196303497
ARHGEF2	11.1600022453714
ARHGEF25	8.57678847284405
ARHGEF26	9.43772524619666
ARHGEF28	13.4736612619111
ARHGEF3	11.9385559725325
ARHGEF33	8.196474502055
ARHGEF34P	10.1580292155065
ARHGEF35	8.66035641043331
ARHGEF37	10.7860435723868
ARHGEF38	9.2371698514311
ARHGEF38-IT1	5.57622090095235
ARHGEF39	6.88262678569992
ARHGEF4	8.54243566919388
ARHGEF40	11.6857336385181
ARHGEF5	11.3725106254084
ARHGEF6	10.5299967746631
ARHGEF7	12.748708824374
ARHGEF9	11.2332918356358
ARID1A	13.0717022348358
ARID1B	13.0020324860381
ARID2	12.0465640525108
ARID3A	10.0569529511793
ARID3B	9.63305588934328
ARID4A	11.2418208416645
ARID4B	11.4535736152714
ARID5A	8.83664204742572
ARID5B	13.1934788254058
ARIH1	12.0706945092583
ARIH2	12.0054365149118
ARIH2OS	6.83693071255381
ARL1	11.7119613014054
ARL10	9.69641855412421
ARL11	5.0271239827666
ARL13B	9.12562736386099
ARL14EP	9.33789532907331
ARL15	10.0512884295494
ARL16	10.472463782116
ARL17A	7.96400280633283
ARL2	10.1847752028886
ARL2BP	11.0098065325031
ARL3	10.4102922993787
ARL4A	7.84561019096273
ARL4C	8.06930967036985
ARL4D	10.6781966900978
ARL5A	10.348805375948
ARL5B	9.23316419697228
ARL6	8.95096766401972
ARL6IP1	12.3510394724348
ARL6IP4	12.0213512482112
ARL6IP5	10.5627312813682
ARL6IP6	8.72746296271015
ARL8A	10.8653609310548
ARL8B	11.2112710339204
ARMC1	10.3607992305351
ARMC10	10.1731438116398
ARMC2	9.19781646972465
ARMC2-AS1	6.1426410128414
ARMC3	5.4064594706273
ARMC4	4.80417794870006
ARMC4P1	6.70972731992671
ARMC5	10.2131088946198
ARMC6	9.8908825768112
ARMC7	9.35310576281264
ARMC8	11.3357904195413
ARMC9	10.4546569344671
ARMCX1	9.4451147107416
ARMCX2	10.4258518937165
ARMCX3	11.11414494244
ARMCX4	10.6559890751994
ARMCX5	8.89742615948114
ARMCX6	8.73778905973495
