Symbol	A12A
A1BG	6.94742658053536
A1BG-AS1	6.29519421735114
A1CF	11.2711851433474
A2M	16.3554999394337
A2M-AS1	7.35019270327872
A4GALT	11.6721751612109
A4GNT	7.25961562609598
AAAS	11.012943811888
AACS	10.658872200479
AACSP1	7.38013486873612
AADAT	8.46310477282416
AAED1	8.39158190385671
AAGAB	10.7601992056633
AAK1	13.5912423702526
AAMDC	8.91777448488217
AAMP	11.9773441560354
AANAT	5.25980984484953
AAR2	10.7359973139067
AARD	6.12265936830344
AARS	12.8821108226137
AARS2	10.9645666272606
AASDH	9.43402616476065
AASDHPPT	9.51212120658261
AASS	11.670762034977
AATBC	8.20121066131305
AATF	10.94044757112
AATK	9.03159551036246
ABALON	7.63822583683358
ABAT	14.0650577081454
ABCA1	13.3746667624959
ABCA10	9.79596007759321
ABCA11P	8.55545316008528
ABCA12	7.54338293236568
ABCA13	8.56599228723789
ABCA2	12.8039488627443
ABCA3	11.4281727513754
ABCA4	8.40887015784958
ABCA5	10.2445263503285
ABCA6	10.7110657908057
ABCA7	11.4101841640021
ABCA8	11.780837821272
ABCA9	10.1673475634726
ABCB1	12.4789266892618
ABCB10	10.0442378311499
ABCB4	7.00226673294408
ABCB6	10.5901393072673
ABCB7	10.0275453714703
ABCB8	11.4906858955179
ABCB9	9.0647834095207
ABCC1	12.5745813556762
ABCC10	11.8239336154952
ABCC11	2.89238091470032
ABCC2	12.7777715755058
ABCC3	12.7913371668395
ABCC4	12.9341564839935
ABCC5	12.2388093859377
ABCC6	13.0303758333173
ABCC6P1	9.63590284890959
ABCC6P2	8.28512336671035
ABCC8	6.25035536679509
ABCC9	11.2284084140914
ABCD1	10.6354382926482
ABCD2	7.22025484658049
ABCD3	11.6597338328494
ABCD4	12.1746426458833
ABCE1	9.84184301558794
ABCF2	11.3538088337614
ABCF3	11.5557595801825
ABCG1	11.3244934225405
ABCG2	8.22053183151541
ABCG5	5.87064759109359
ABCG8	4.44791847270201
ABHD1	7.30332657546968
ABHD10	10.515490897943
ABHD11	10.9100157487996
ABHD11-AS1	6.70760592747688
ABHD12	11.4375983237613
ABHD13	8.56035490074716
ABHD14A	9.2023387566459
ABHD14B	12.0769469929379
ABHD15	11.2092193617345
ABHD16B	8.85694789480503
ABHD17A	11.1152204252998
ABHD17B	9.42253775352409
ABHD17C	9.12515990436465
ABHD18	9.9508533740837
ABHD2	13.3720924619479
ABHD3	9.10890338030804
ABHD4	11.1960810268905
ABHD5	10.094955938337
ABHD6	11.2068270334917
ABHD8	9.70626022386649
ABI1	11.2123552174152
ABI2	12.1219985365458
ABI3	9.72491094051067
ABI3BP	11.4038199257441
ABL1	12.8518221935383
ABL2	11.7912042398783
ABLIM1	14.1060468034463
ABLIM2	10.0353141259038
ABLIM3	11.9912184613832
ABO	11.1145362318258
ABR	13.0251174409635
ABRA	6.21810558207768
ABRACL	9.01382343904288
ABT1	9.63398253284957
ABTB1	10.8756411879551
ABTB2	11.4255310317402
ACAA1	13.5450191405498
ACAA2	13.3985160613051
ACACA	12.1540700867724
ACACB	13.764099122779
ACAD10	12.3494608652365
ACAD8	11.1647071832443
ACAD9	11.5107197422276
ACADL	10.0066202534503
ACADM	11.5679965131761
ACADS	11.6096471086643
ACADSB	13.1082864553381
ACADVL	14.536051760614
ACAN	9.46677152991616
ACAP1	10.2748648598206
ACAP2	10.9365188214207
ACAP3	11.9548771281202
ACAT1	12.9005292900552
ACAT2	8.8729955522445
ACBD3	10.9423539314458
ACBD4	10.998437962834
ACBD5	11.3833611582508
ACBD6	10.1760192666084
ACCS	11.1563828391441
ACD	9.27860007011884
ACE	11.5301947187922
ACE2	12.2465334276121
ACER2	8.78204558938724
ACER3	10.3593350599888
ACHE	7.57753670615213
ACIN1	13.2285281318122
ACKR1	9.69945036572615
ACKR2	7.76857657325983
ACKR3	9.00078332181221
ACKR4	6.95982387461446
ACLY	13.8028019606338
ACMSD	11.3006456340387
ACO1	13.4595502440754
ACO2	13.612129467921
ACOT1	9.86190993017268
ACOT11	11.4433366406174
ACOT12	7.09851847886978
ACOT13	10.835734503913
ACOT2	11.3170466723517
ACOT4	9.00555674128496
ACOT6	6.4735642352026
ACOT7	11.6207442197364
ACOT8	9.8259277501923
ACOT9	10.4480630519971
ACOX1	13.4187908430228
ACOX2	12.3483346858124
ACOX3	10.7925938102522
ACOXL	4.30026072423332
ACP1	10.7251338840792
ACP2	11.5391954824202
ACP5	12.5299413657526
ACP6	10.4946880344163
ACPP	10.5891444368771
ACPT	6.16618026496155
ACRBP	6.97477159916245
ACSBG1	5.36273747030653
ACSBG2	6.80271073525459
ACSF2	13.4774112539342
ACSF3	11.3527891875959
ACSL1	14.2080831478123
ACSL3	10.6477361990018
ACSL4	12.4255935988417
ACSL5	10.021668041535
ACSL6	7.80242656436428
ACSM1	8.60905483559383
ACSM2A	14.3912365458894
ACSM2B	14.3177491643248
ACSM3	11.2925669680776
ACSM5	10.7946616979421
ACSM6	7.07157749360093
ACSS1	12.469384090954
ACSS2	12.6575105782251
ACSS3	11.9602713252308
ACTA1	4.02450955639322
ACTA2	11.4299011310745
ACTA2-AS1	7.2685969540807
ACTB	16.7608826587172
ACTC1	6.07279294060684
ACTG1	15.7322260503744
ACTG1P20	7.95526199306684
ACTG1P4	7.28569055869934
ACTG2	4.95500767394632
ACTL10	8.46700572516061
ACTL6A	9.44060458700444
ACTN1	12.9944418527479
ACTN2	5.15135952715841
ACTN3	4.10647024810457
ACTN4	15.2658920440491
ACTR10	10.5398625922913
ACTR1A	12.2380005935776
ACTR1B	11.8091943531317
ACTR2	12.7242721764048
ACTR3	12.0848043109571
ACTR3B	9.25657629269421
ACTR3C	9.31481970343056
ACTR5	9.33624632710065
ACTR6	7.60097416973004
ACTR8	11.0682224717915
ACTRT3	7.11055124306559
ACVR1	11.6766968687666
ACVR1B	12.6814276229896
ACVR1C	7.99058881247599
ACVR2A	10.0589956477462
ACVR2B	10.9836421676068
ACVR2B-AS1	8.138002675498
ACVRL1	11.4954655591609
ACY1	7.05952941360012
ACY3	11.1974218631289
ACYP1	7.82231216851214
ACYP2	9.4031239169209
