Symbol	B5B
A1BG	6.82024601703513
A1BG-AS1	6.19045205009882
A1CF	12.2677976172986
A2M	15.301756377101
A2M-AS1	7.11945997817948
A4GALT	11.5994206181113
A4GNT	7.13289752623779
AAAS	11.1899641154181
AACS	10.7033031034336
AACSP1	7.18495276053062
AADAT	8.75178226044068
AAED1	7.57854356277453
AAGAB	10.6421213566939
AAK1	13.5303486532817
AAMDC	9.2228089386676
AAMP	12.2735049393897
AANAT	5.5294565353363
AAR2	10.761024604077
AARD	7.11945997817948
AARS	12.9594625938216
AARS2	11.1394265929954
AASDH	9.54299074089876
AASDHPPT	9.69286457022123
AASS	12.1032743037829
AATBC	8.1928311459247
AATF	10.9148591941583
AATK	10.1754546648106
ABALON	8.30774970921741
ABAT	14.5278258013029
ABCA1	12.1889648712888
ABCA10	9.48483749940622
ABCA11P	8.15247458578583
ABCA12	5.40167851671968
ABCA13	3.67292096721395
ABCA2	13.051151516881
ABCA3	10.9979272305406
ABCA4	8.0216209404867
ABCA5	11.1890877338413
ABCA6	10.153062194443
ABCA7	10.5121102258523
ABCA8	11.3734628617524
ABCA9	9.42608585768453
ABCB1	12.4366158223916
ABCB10	10.2265805343831
ABCB4	7.89439310895107
ABCB6	10.8435222424659
ABCB7	10.3575963495613
ABCB8	11.7205565597902
ABCB9	9.26600980206131
ABCC1	11.6124859178175
ABCC10	11.4726222639968
ABCC11	5.08443660389441
ABCC2	13.3607930378458
ABCC3	11.6744692070669
ABCC4	12.0922660408756
ABCC5	12.0164238892548
ABCC6	13.9930119656441
ABCC6P1	10.2028885038041
ABCC6P2	9.04447807496294
ABCC8	7.41599462239302
ABCC9	10.2857379653348
ABCD1	10.4890134671211
ABCD2	7.97685746582972
ABCD3	11.9358747339536
ABCD4	12.0500214789245
ABCE1	9.78102948296938
ABCF2	11.4302456879725
ABCF3	11.8323917411146
ABCG1	10.3921420757428
ABCG2	8.71496335675521
ABCG5	6.36668475395417
ABCG8	4.956616434098
ABHD1	8.10627403732273
ABHD10	11.2424687809528
ABHD11	10.2318568726326
ABHD11-AS1	6.09424482104596
ABHD12	11.4573990304411
ABHD13	8.60765532957813
ABHD14A	10.440316938724
ABHD14B	12.9358168506281
ABHD15	11.6632347566952
ABHD16B	9.04713394498673
ABHD17A	11.2391047385961
ABHD17B	9.57226142743195
ABHD17C	9.06376333622471
ABHD18	10.2777107310659
ABHD2	13.0754567761236
ABHD3	9.09750033164293
ABHD4	11.1822806869544
ABHD5	9.68362157067561
ABHD6	11.7297152669393
ABHD8	10.067165082174
ABI1	11.0401033693991
ABI2	12.2247571585263
ABI3	9.35658307543196
ABI3BP	10.6524258994163
ABL1	12.7746277984886
ABL2	11.8113194315219
ABLIM1	13.8069166666275
ABLIM2	9.83895188784525
ABLIM3	11.6311140483906
ABO	11.0275509775405
ABR	12.8690745135021
ABRA	6.68395942815191
ABRACL	8.45203821665195
ABT1	9.65634353939626
ABTB1	10.6643957974136
ABTB2	11.3763950456797
ACAA1	14.3683272815281
ACAA2	13.6206000670213
ACACA	11.9622776833112
ACACB	13.6815067223233
ACAD10	12.6219375128732
ACAD8	11.6275672121624
ACAD9	11.5804129198798
ACADL	10.3042191307115
ACADM	11.8310895688685
ACADS	11.8795731102799
ACADSB	13.7048126293868
ACADVL	14.2579216650024
ACAN	9.08177444536958
ACAP1	10.1008608891362
ACAP2	10.7693135310047
ACAP3	11.5551369742027
ACAT1	13.2097675866421
ACAT2	9.41594913424559
ACBD3	10.6834267745879
ACBD4	11.6723704264087
ACBD5	11.4263968863922
ACBD6	10.1723961857179
ACCS	10.5978847799344
ACD	9.4194277808307
ACE	13.5847934159395
ACE2	12.7177434217634
ACER2	8.51535444431453
ACER3	10.3170996211489
ACHE	6.95690332537479
ACIN1	12.890441668768
ACKR1	5.68414506368985
ACKR2	7.78071054099456
ACKR3	9.0410610138793
ACKR4	7.79224499814584
ACLY	13.6320057608986
ACMSD	12.1558838090893
ACO1	13.7125754828427
ACO2	14.110639600497
ACOT1	8.45843823706854
ACOT11	12.1174909774715
ACOT12	8.05192441643975
ACOT13	11.383186542864
ACOT2	11.8220841230966
ACOT4	10.2265805343831
ACOT6	7.83614113752743
ACOT7	11.8037685200156
ACOT8	10.1300584765768
ACOT9	10.2342327665956
ACOX1	13.8928650347347
ACOX2	12.9474206686898
ACOX3	11.0634466327639
ACOXL	5.89984153801542
ACP1	11.0061229245259
ACP2	11.6988131373798
ACP5	12.9159087210712
ACP6	11.1355026381403
ACPP	10.4595319260496
ACPT	6.60617436507667
ACRBP	7.71903140815971
ACSBG1	6.55748466956522
ACSBG2	7.89439310895107
ACSF2	14.7699118000012
ACSF3	11.7291874561577
ACSL1	13.9002169295808
ACSL3	10.9072139339765
ACSL4	11.6886543468811
ACSL5	9.32267898530577
ACSL6	9.04713394498673
ACSM1	7.02806014426375
ACSM2A	13.937084029667
ACSM2B	14.3264514541986
ACSM3	11.5735000337807
ACSM5	11.6356225303024
ACSM6	8.03055143288022
ACSS1	12.2377124458888
ACSS2	13.1934788254058
ACSS3	12.0825289421184
ACTA1	3.87336156354706
ACTA2	10.9632943330893
ACTA2-AS1	7.20206296220346
ACTB	16.0450193873107
ACTC1	5.45392361279382
ACTG1	14.8840865989387
ACTG1P20	8.14589149175725
ACTG1P4	8.19956590459669
ACTG2	4.35131374079279
ACTL10	8.83035154669227
ACTL6A	9.33585684017368
ACTN1	11.5927178620475
ACTN2	5.87128170236255
ACTN3	5.14419679699857
ACTN4	14.969618975937
ACTR10	10.4252945491564
ACTR1A	12.0805351105082
ACTR1B	11.8953927425911
ACTR2	12.1824661712733
ACTR3	11.3577823133519
ACTR3B	9.23522191629388
ACTR3C	9.91629312925553
ACTR5	9.31269394759781
ACTR6	7.8449425093946
ACTR8	10.8815882768743
ACTRT3	6.82024601703513
ACVR1	12.0660152867743
ACVR1B	12.9445734005294
ACVR1C	6.58835409636488
ACVR2A	10.2163642180646
ACVR2B	11.2884903371259
ACVR2B-AS1	8.92357345180944
ACVRL1	11.4243046919301
ACY1	8.18251740885688
ACY3	12.7026513904208
ACYP1	8.17093951355064
ACYP2	9.57992971047941
ADA	8.0792421969382
ADAL	9.77965376142523
ADAM10	11.5656381955567
ADAM11	6.78948688219301
ADAM12	9.02492193361176
ADAM15	11.3980535534404
ADAM17	10.5245665871203
ADAM19	8.59754082868381
ADAM1A	9.45276727680259
ADAM20	7.95819318319676
ADAM20P1	7.11945997817948
ADAM21	6.84061562727297
ADAM22	10.5828530067422
ADAM23	6.9319163754088
ADAM28	9.17785913231209
ADAM32	5.56656423360373
ADAM33	7.34786706577884
ADAM8	9.52266998849212
ADAM9	11.7927396584554
ADAMDEC1	0.421760249013066
ADAMTS1	11.7067595337552
ADAMTS10	10.067165082174
ADAMTS12	8.76884615943847
ADAMTS13	9.91978437644879
ADAMTS14	5.78094064219962
ADAMTS15	10.6548339063391
ADAMTS16	11.7436821943467
ADAMTS17	9.84755391609026
ADAMTS18	6.77256671878891
ADAMTS19	7.70901213890467
ADAMTS2	9.79472619728293
ADAMTS3	7.37028349834645
ADAMTS4	6.86037805731197
ADAMTS5	10.8609358240243
ADAMTS6	7.06917067221538
