Symbol	A19A
A1BG	7.72504172913441
A1BG-AS1	6.69536447875651
A1CF	10.3069713147695
A2M	16.2630471207796
A2M-AS1	8.47411908283144
A4GALT	11.5199273198509
A4GNT	5.77059344983575
AAAS	11.1453215650824
AACS	10.3104740150126
AACSP1	6.53579296066964
AADAT	7.3931745817636
AAED1	8.44098612410494
AAGAB	10.6857150971057
AAK1	13.6113337219315
AAMDC	9.21863015520232
AAMP	12.139432580203
AANAT	5.69487749649034
AAR2	10.7885699265088
AARD	6.40280126624194
AARS	12.4100498103837
AARS2	11.0212998466503
AASDH	9.41497674134797
AASDHPPT	9.33565125604725
AASS	11.1591236847219
AATBC	7.73174793829611
AATF	11.083211545244
AATK	7.75677999410016
ABALON	7.69699311864273
ABAT	12.5882816133842
ABCA1	13.8520796476971
ABCA10	10.0721020342971
ABCA11P	8.3203676489029
ABCA12	6.95222125961001
ABCA13	8.15916747945675
ABCA2	12.7812494268375
ABCA3	11.1500471503214
ABCA4	7.76393526354476
ABCA5	10.0505478887153
ABCA6	10.9539865922624
ABCA7	11.5920372379456
ABCA8	11.8578502060432
ABCA9	10.214603317214
ABCB1	12.1068686230675
ABCB10	9.97130756681442
ABCB4	8.00961531003248
ABCB6	10.1604641841452
ABCB7	9.88514820244302
ABCB8	11.0907399024645
ABCB9	8.70567830431377
ABCC1	12.8406875502017
ABCC10	11.5015328200618
ABCC11	2.91961878971159
ABCC2	11.2595885004381
ABCC3	12.4742682794268
ABCC4	12.5272710507906
ABCC5	12.2539677704827
ABCC6	11.9201071573134
ABCC6P1	8.51078845763448
ABCC6P2	6.98810283404947
ABCC8	6.14495130540475
ABCC9	11.982450673996
ABCD1	10.1923317280552
ABCD2	8.01752663668362
ABCD3	11.0440497625788
ABCD4	12.0449509194243
ABCE1	9.54572840196978
ABCF2	11.3037809001395
ABCF3	11.4608490989753
ABCG1	11.3028874748761
ABCG2	8.67312836099543
ABCG5	6.32124396834821
ABCG8	4.73941339640283
ABHD1	7.49256352813286
ABHD10	10.199014076109
ABHD11	10.7172733545234
ABHD11-AS1	5.92649885799384
ABHD12	11.352129328191
ABHD13	8.87267024759462
ABHD14A	9.64060430120452
ABHD14B	11.9099265264165
ABHD15	11.0382199828206
ABHD16B	8.72289692473498
ABHD17A	11.3450756771844
ABHD17B	9.17922842033323
ABHD17C	9.0684261485901
