Symbol	N6B
A1BG	5.27302849313943
A1BG-AS1	4.4840428315018
A1CF	12.3244292301678
A2M	15.1319202017038
A2M-AS1	7.25839487359992
A4GALT	11.2802994656635
A4GNT	6.24035504019541
AAAS	11.0133321548513
AACS	10.7194330655231
AACSP1	7.45223169102605
AADAT	8.66481654267493
AAED1	8.15943372261522
AAGAB	10.6200697099201
AAK1	13.4713892692037
AAMDC	8.83510879636756
AAMP	12.0985270843101
AANAT	5.07101457778555
AAR2	10.3978485339894
AARD	7.57046897860109
AARS	12.7435789791995
AARS2	10.8238341126528
AASDH	10.042378133041
AASDHPPT	10.4008740768996
AASS	12.0674677142364
AATBC	7.16977879587947
AATF	10.9616879061702
AATK	8.37151269201322
ABALON	7.72410675353474
ABAT	14.5830131623515
ABCA1	12.5030326440451
ABCA10	9.47896943033112
ABCA11P	8.2920327523288
ABCA12	7.00226673294408
ABCA13	5.9195030607948
ABCA2	12.7977884397298
ABCA3	10.8511673215164
ABCA4	7.7557387883791
ABCA5	11.7658412470612
ABCA6	9.95249301429721
ABCA7	10.6142384345486
ABCA8	11.2482169666716
ABCA9	9.06980355678318
ABCB1	13.0251174409635
ABCB10	10.2999921296871
ABCB4	7.483045555262
ABCB6	10.4789349460864
ABCB7	10.6153232806593
ABCB8	11.4660236130377
ABCB9	8.99103704905166
ABCC1	11.5399626847155
ABCC10	10.9193003063441
ABCC11	4.59739393831031
ABCC2	13.1434886091772
ABCC3	10.7353700697056
ABCC4	12.6293916747451
ABCC5	12.0392945005045
ABCC6	13.5042607592502
ABCC6P1	9.97007524160863
ABCC6P2	8.27155279692383
ABCC8	6.59403935994082
ABCC9	9.88695914701021
ABCD1	10.144197325518
ABCD2	7.45223169102605
ABCD3	12.2467850302503
ABCD4	12.0956627517584
ABCE1	10.1548670938842
ABCF2	11.0038387119316
ABCF3	11.4517310300622
ABCG1	10.2049132929323
ABCG2	8.7669452992176
ABCG5	5.9195030607948
ABCG8	5.61323091190111
ABHD1	6.54699413894188
ABHD10	11.306936489503
ABHD11	10.6561360745048
ABHD11-AS1	7.37096392535493
ABHD12	11.3639231817276
ABHD13	9.06724482898337
ABHD14A	9.40500534532727
ABHD14B	12.445613772807
ABHD15	10.7589037979305
ABHD16B	8.88516384842432
ABHD17A	10.7933646752805
ABHD17B	9.92992701828841
ABHD17C	9.67955374946866
ABHD18	10.4168942528668
ABHD2	13.0712002505932
ABHD3	9.14393046115335
ABHD4	11.4005810997785
ABHD5	10.0222089817701
ABHD6	11.4565817848385
ABHD8	9.79540112386368
ABI1	11.4398882133648
ABI2	12.2179802237525
ABI3	9.31756360591541
ABI3BP	11.3550448213731
ABL1	12.9805225376448
ABL2	11.7863321705163
ABLIM1	13.8028019606338
ABLIM2	10.0828006893965
ABLIM3	12.0722162692729
ABO	8.34392646079111
ABR	13.0269182899478
ABRA	4.34683686344338
ABRACL	8.83510879636756
ABT1	9.37570976924453
ABTB1	11.0379935220153
ABTB2	11.6569767357932
ACAA1	13.9002169295808
ACAA2	13.794873102804
ACACA	11.6380733392713
ACACB	13.4804066530146
ACAD10	12.5718021466664
ACAD8	11.5005412259577
ACAD9	11.4366438212212
ACADL	10.4463523123766
ACADM	12.899726276768
ACADS	11.6685143306513
ACADSB	14.1512024531212
ACADVL	14.4993294215062
ACAN	8.53834323501184
ACAP1	9.71594921054594
ACAP2	11.1090610079588
ACAP3	11.60026034957
ACAT1	13.8716466892659
ACAT2	8.96331381818055
ACBD3	10.9121191305489
ACBD4	11.2551639893337
ACBD5	11.6376430608298
ACBD6	10.060881150237
ACCS	10.5898282027114
ACD	9.64798112886943
ACE	12.3573267010987
ACE2	13.0000852811842
ACER2	9.30878073783794
ACER3	10.1284694762417
ACHE	7.39237242765564
ACIN1	12.9880879956436
ACKR1	6.06186918399917
ACKR2	7.35707548199711
ACKR3	8.82028248627062
ACKR4	8.40560315166729
ACLY	13.6704088116498
ACMSD	11.9435733749733
ACO1	14.0616076736558
ACO2	14.1576491946657
ACOT1	9.18565228946962
ACOT11	11.730070319413
ACOT12	8.59833781104287
ACOT13	11.2403341189199
ACOT2	11.5506081409556
ACOT4	9.44060458700444
ACOT6	6.90937535935567
ACOT7	12.4176385929334
ACOT8	9.83223135268835
ACOT9	10.1261028611187
ACOX1	13.8201641597746
ACOX2	12.8384972950695
ACOX3	10.8572493602794
ACOXL	5.27302849313943
ACP1	11.0946263696864
ACP2	11.3580306352734
ACP5	12.7660472879553
ACP6	10.5939066420869
ACPP	11.1701262997103
ACPT	5.72835763750539
ACRBP	7.3377540294227
ACSBG1	5.57743006492861
ACSBG2	7.32362377333652
ACSF2	14.6456696053746
ACSF3	11.1873822871796
ACSL1	14.2381650069421
ACSL3	11.2077335725626
ACSL4	11.9777663694091
ACSL5	9.60887074898961
ACSL6	9.43253884430461
ACSM1	7.69838567916609
ACSM2A	14.6680868606464
ACSM2B	14.7629044151023
ACSM3	11.8842655246085
ACSM5	11.0089734450183
ACSM6	7.03243755882591
ACSS1	12.3835732101824
ACSS2	12.8908436062104
ACSS3	12.0581338479341
ACTA1	4.20447646150491
ACTA2	10.5739709664381
ACTA2-AS1	5.49528730858434
ACTB	15.945244944474
ACTC1	5.27302849313943
ACTG1	14.876477932204
ACTG1P20	7.53339364840167
ACTG1P4	7.19597344363974
ACTG2	1.04900997030437
ACTL10	8.46315236142602
ACTL6A	9.21124581432181
ACTN1	11.5087317769128
ACTN2	6.33222659366192
ACTN3	4.7619590940796
ACTN4	15.0446366024488
ACTR10	10.551870392972
ACTR1A	11.8151052015187
ACTR1B	11.6866490552089
ACTR2	12.3505426262238
ACTR3	11.7397303233077
ACTR3B	9.17725914276799
ACTR3C	9.62206555256888
ACTR5	8.93539336684186
ACTR6	8.86160336336817
ACTR8	10.8770540044623
ACTRT3	6.43650168829092
ACVR1	11.780272107053
ACVR1B	12.9765472008987
ACVR1C	6.88590331660133
ACVR2A	10.2913182915385
ACVR2B	11.297407596008
ACVR2B-AS1	8.72412135304604
ACVRL1	10.8314698113416
ACY1	7.68920068875433
ACY3	11.7751480660549
ACYP1	8.23349889533669
ACYP2	9.44060458700444
ADA	7.5613343798553
ADAL	9.47406127994456
ADAM10	12.0288950136293
ADAM11	6.43650168829092
ADAM12	8.94367763731161
ADAM15	11.1217176433314
ADAM17	10.6989240008637
ADAM19	9.15547663448746
ADAM1A	8.96779641102067
ADAM20	7.29730719481992
ADAM20P1	6.94997566541951
ADAM21	6.61904359097055
ADAM22	10.4331914592548
ADAM23	6.66180429058395
ADAM28	9.7053071622203
ADAM32	5.72835763750539
ADAM33	7.71599688789214
ADAM8	9.68722959235913
ADAM9	12.1515853033704
ADAMDEC1	3.04014236622689
ADAMTS1	13.1669883007906
ADAMTS10	9.8841694556082
ADAMTS12	8.37151269201322
ADAMTS13	9.95647823431716
ADAMTS14	5.33180631333083
ADAMTS15	11.1012893722009
ADAMTS16	10.7450817294273
ADAMTS17	10.0038532250383
ADAMTS18	7.90438745402798
ADAMTS19	8.47411908283144
ADAMTS2	9.10686642268494
ADAMTS3	7.66452759873861
ADAMTS4	11.9813492379288
