Symbol	A31A
A1BG	7.24635230243654
A1BG-AS1	6.84524039070219
A1CF	9.70298975108007
A2M	17.1514426783055
A2M-AS1	7.29385547166289
A4GALT	12.0052431635804
A4GNT	8.7096463298859
AAAS	10.6389387521205
AACS	10.9278409098603
AACSP1	6.68675906496623
AADAT	8.06383984444979
AAED1	8.41073816806407
AAGAB	10.912863286961
AAK1	13.5100135559735
AAMDC	8.9501690289037
AAMP	11.8521810645659
AANAT	5.49652475822121
AAR2	10.9937590004589
AARD	4.74290406378346
AARS	12.9297809694689
AARS2	10.7994279611834
AASDH	9.75849484407074
AASDHPPT	9.90270492283281
AASS	11.3407380661618
AATBC	7.79929674135241
AATF	10.9489605779342
AATK	8.49622247054288
ABALON	7.69343022160178
ABAT	12.6397120879554
ABCA1	12.9374708041076
ABCA10	9.64850084046041
ABCA11P	8.47990394436262
ABCA12	7.32289825421669
ABCA13	10.4542800238581
ABCA2	12.7082293054623
ABCA3	11.5155960845043
ABCA4	10.2111781433095
ABCA5	10.0370375696201
ABCA6	9.96122587042982
ABCA7	11.1439135656087
ABCA8	11.1447499473495
ABCA9	9.53705040810882
ABCB1	11.8344537809113
ABCB10	9.99137929585503
ABCB4	7.4477602733678
ABCB6	10.3990957615786
ABCB7	10.1238349252484
ABCB8	11.3445038506119
ABCB9	9.01617135395982
ABCC1	12.8313773461071
ABCC10	11.7990004133606
ABCC11	0.399363644683985
ABCC2	11.2491758422542
ABCC3	13.9106213883522
ABCC4	12.5832214291105
ABCC5	13.0754567761236
ABCC6	11.6356225303024
ABCC6P1	8.06383984444979
ABCC6P2	6.97989441710098
ABCC8	6.10985839020189
ABCC9	11.6059298989315
ABCD1	10.1936670057976
ABCD2	5.8579627479231
ABCD3	11.3990957238711
ABCD4	11.8949026228328
ABCE1	10.4552337953305
ABCF2	11.6853659104322
ABCF3	11.4702120834763
ABCG1	10.7561600812191
ABCG2	8.21396018080754
ABCG5	7.32289825421669
ABCG8	4.359322762522
ABHD1	7.24635230243654
ABHD10	10.0868198929315
ABHD11	10.9678276006097
ABHD11-AS1	6.65654738719167
ABHD12	11.3244934225405
ABHD13	8.92089612113115
ABHD14A	8.77306585905863
ABHD14B	11.6969805647577
ABHD15	10.2643237360868
ABHD16B	8.63521399637347
ABHD17A	10.7377246527155
ABHD17B	9.22972983706972
ABHD17C	9.77230189728423
ABHD18	9.98914489189195
ABHD2	13.2615245105678
ABHD3	9.12833563366197
ABHD4	11.7665691869058
ABHD5	10.3973883570214
ABHD6	9.86118773644256
ABHD8	9.57523293472435
ABI1	11.3237514973611
ABI2	12.2266979098739
ABI3	9.60079768307027
ABI3BP	10.7739929045376
ABL1	13.1305763505054
ABL2	12.2977761705034
ABLIM1	14.2932614609858
ABLIM2	9.75849484407074
ABLIM3	11.0422937553771
ABO	9.59324342788429
ABR	12.5092193333065
ABRA	7.15164849047969
ABRACL	8.91324039192344
ABT1	9.6156427301818
ABTB1	10.5632982034182
ABTB2	11.5035429786745
ACAA1	12.5759824805091
ACAA2	12.885342223636
ACACA	12.7062918687955
ACACB	12.6438831131684
ACAD10	12.1436690158606
ACAD8	10.832934743725
ACAD9	11.5067184619989
ACADL	9.93390970439775
ACADM	10.8960050722442
ACADS	11.316672753016
ACADSB	12.0849892736471
ACADVL	14.4403114680718
