Symbol	N10B
A1BG	6.62316083477753
A1BG-AS1	5.97886199308728
A1CF	12.3987679638791
A2M	15.607762314017
A2M-AS1	7.75372109557597
A4GALT	12.0993535821231
A4GNT	6.26106677801265
AAAS	10.7393043539587
AACS	10.5339918966228
AACSP1	8.16559264565037
AADAT	8.26794985447422
AAED1	8.14008266874583
AAGAB	10.7547382929741
AAK1	13.6739787772934
AAMDC	8.7430673155457
AAMP	12.032280205268
AANAT	6.33874894944145
AAR2	10.5475057792718
AARD	5.49652475822121
AARS	12.8107781342481
AARS2	10.9811071935895
AASDH	9.91832108185003
AASDHPPT	10.1929006875771
AASS	12.7217030887961
AATBC	8.14008266874583
AATF	10.9528195756906
AATK	9.77743940357032
ABALON	7.87733122115689
ABAT	14.2896090927224
ABCA1	12.4492119000533
ABCA10	10.0277110040591
ABCA11P	8.10370380682055
ABCA12	7.54488958917257
ABCA13	5.92297952993849
ABCA2	12.9450055190727
ABCA3	11.0671015861779
ABCA4	8.06951357122308
ABCA5	11.8672840641059
ABCA6	10.3197175603974
ABCA7	10.8734713652127
ABCA8	11.3162769192689
ABCA9	9.72893260552905
ABCB1	12.7428106263386
ABCB10	10.2057264734973
ABCB4	7.63701330352237
ABCB6	10.4561958305541
ABCB7	10.2960561283215
ABCB8	11.5095984937175
ABCB9	9.40410812301533
ABCC1	11.649634800646
ABCC10	11.2858170479238
ABCC11	4.09245356035813
ABCC2	13.0116117519483
ABCC3	11.0574101328313
ABCC4	12.8989885659162
ABCC5	12.0846110743382
ABCC6	13.5412131460065
ABCC6P1	9.87324593258042
ABCC6P2	8.44129021825225
ABCC8	6.86315864324393
ABCC9	10.4502599447223
ABCD1	10.5163057028382
ABCD2	6.26106677801265
ABCD3	11.8642893411085
ABCD4	12.0622331291359
ABCE1	10.1638206505324
ABCF2	11.119193600947
ABCF3	11.6155863397953
ABCG1	10.7358214526471
ABCG2	9.3928378105428
ABCG5	5.27150317050628
ABCG8	5.45828321210274
ABHD1	7.52518558209123
ABHD10	10.9771826259115
ABHD11	10.5032143140135
ABHD11-AS1	6.82704766522735
ABHD12	11.492838889746
ABHD13	9.26777703204286
ABHD14A	9.12192693135074
ABHD14B	12.3616115763736
ABHD15	11.015225862885
ABHD16B	8.94393576656998
ABHD17A	11.06358564181
ABHD17B	10.0009808014986
ABHD17C	9.48675680917783
ABHD18	10.3040376051605
ABHD2	13.3021053511044
ABHD3	9.27365401042387
ABHD4	11.1627857417111
ABHD5	9.93479671799233
ABHD6	11.5220846903488
ABHD8	9.90270492283281
ABI1	11.1039538393432
ABI2	12.3137716430435
ABI3	9.47614789019054
ABI3BP	10.9447015527347
ABL1	12.641400215541
ABL2	11.8188246111344
ABLIM1	13.8247936164104
ABLIM2	10.4561958305541
ABLIM3	12.3188928433686
ABO	10.6969050871792
ABR	12.9308392031867
ABRA	5.57356226046488
ABRACL	8.68878765852897
ABT1	9.35190397027796
ABTB1	11.0045620910975
ABTB2	11.9169289539159
ACAA1	13.7576744779725
ACAA2	13.3684341812035
ACACA	11.7933543701286
ACACB	13.7217321063715
ACAD10	12.4893866654926
ACAD8	11.2897033382473
ACAD9	11.4118648831734
ACADL	10.1661846195383
ACADM	12.0038737653793
ACADS	11.8358559274938
ACADSB	14.0198366835154
ACADVL	14.1839368209594
ACAN	8.88716017067298
ACAP1	9.72333598260592
ACAP2	11.0746808123936
ACAP3	11.700619907372
ACAT1	13.4216573490472
ACAT2	9.22871591965042
ACBD3	10.8667146899105
ACBD4	11.4639331311613
ACBD5	11.5350057319681
ACBD6	10.0154997146275
ACCS	10.4452569128398
ACD	9.79687082530493
ACE	12.7066849180397
ACE2	12.6115388113363
ACER2	8.54588460452932
ACER3	10.5362981544905
ACHE	7.59196847954703
ACIN1	12.8757866041556
ACKR1	6.62316083477753
ACKR2	7.6117241363679
ACKR3	9.02295187771732
ACKR4	8.110545023168
ACLY	13.8315472458001
ACMSD	11.8203051142189
ACO1	14.1152890256729
ACO2	14.1684198245714
ACOT1	8.91226794647754
ACOT11	11.9645373436999
ACOT12	8.44846547931648
ACOT13	11.1336974947716
ACOT2	11.5973572547995
ACOT4	9.55866901088289
ACOT6	6.81336679494215
ACOT7	12.5541756204314
ACOT8	9.88205505209341
ACOT9	10.4521860184538
ACOX1	13.6962111473391
ACOX2	12.4424811210887
ACOX3	10.8827682054345
ACOXL	3.97822680457752
ACP1	10.793682855049
ACP2	11.5173091373506
ACP5	12.8553372939298
ACP6	10.4933786296325
ACPP	10.4208059599252
ACPT	5.68012596041829
ACRBP	7.44713202030053
ACSBG1	6.23860965953051
ACSBG2	6.60562614914223
ACSF2	14.4539852868192
ACSF3	11.2826266453142
ACSL1	14.3264514541986
ACSL3	11.3369599603287
ACSL4	12.1485250379482
ACSL5	9.5442882691038
ACSL6	8.73102957970194
ACSM1	7.95646721021067
ACSM2A	14.9976070317497
ACSM2B	14.820502502607
ACSM3	11.2318620556691
ACSM5	10.5762853466005
ACSM6	7.44713202030053
ACSS1	12.5616605088371
ACSS2	12.9560878731729
ACSS3	11.8336781350566
ACTA1	2.97937864956396
ACTA2	11.4080250065978
ACTA2-AS1	6.98362020946491
ACTB	16.1981506175293
ACTC1	5.53560013321618
ACTG1	15.3911831645766
ACTG1P20	7.88410022716013
ACTG1P4	7.01888115059728
ACTG2	3.21267283476249
ACTL10	9.00992574853526
ACTL6A	9.09729148504656
ACTN1	11.980696321093
ACTN2	6.18839215286352
ACTN3	4.863434936927
ACTN4	15.114792266578
ACTR10	10.4885796015953
ACTR1A	11.9706764738552
ACTR1B	11.7332766905046
ACTR2	12.3422601987433
ACTR3	11.792591666818
ACTR3B	9.18617854910099
ACTR3C	9.8249599697004
ACTR5	8.9501690289037
ACTR6	8.52675383997139
ACTR8	10.6399513633648
ACTRT3	6.62316083477753
ACVR1	11.3897503213007
ACVR1B	12.8912455436529
ACVR1C	7.0816893849568
ACVR2A	10.1032078970816
ACVR2B	11.1762779256884
ACVR2B-AS1	8.68878765852897
ACVRL1	10.8439477783802
ACY1	7.33525895815576
ACY3	11.634837816652
ACYP1	8.32257884401882
ACYP2	9.32844518022997
ADA	8.17619182736121
ADAL	9.7698554499987
ADAM10	11.9736743461676
ADAM11	6.18839215286352
ADAM12	8.83510879636756
ADAM15	11.2379820262566
ADAM17	10.8513020683925
ADAM19	9.78282532641725
ADAM1A	8.87101130712611
ADAM20	6.901223058908
ADAM20P1	6.72223966366481
ADAM21	5.32168422368727
ADAM22	10.2945427699178
ADAM23	4.92148038334131
ADAM28	10.0503423332677
ADAM32	5.27150317050628
ADAM33	7.03374059686297
ADAM8	9.90270492283281
ADAM9	12.2946201739293
ADAMDEC1	5.61087179614215
ADAMTS1	12.172504852043
ADAMTS10	9.91832108185003
ADAMTS12	8.85784147414486
ADAMTS13	9.81430955790262
ADAMTS14	6.60562614914223
ADAMTS15	10.5314176940724
ADAMTS16	11.306936489503
ADAMTS17	9.94455754039878
ADAMTS18	6.51452420051945
ADAMTS19	8.42880078210371
ADAMTS2	9.39766958951782
ADAMTS3	7.54488958917257
ADAMTS4	10.7894726385377
ADAMTS5	10.3435877137715
ADAMTS6	7.19941333342476
ADAMTS7	8.68422012875367
ADAMTS8	8.16559264565037
ADAMTS9	12.4866331451194
ADAMTS9-AS1	12.0137940580363
ADAMTS9-AS2	10.7285860487568
ADAMTSL1	10.5843160641455
ADAMTSL2	11.2191946121327
ADAMTSL3	10.0322351441553
ADAMTSL4	10.6161487094402
ADAMTSL4-AS1	8.09221129447921
ADAMTSL5	7.48117215401078
ADAP1	10.5828530067422
ADAP2	10.3988270521726
ADAR	14.2115367423509
ADARB1	10.93140336128
ADARB2	6.82704766522735
ADAT1	10.9928136799001
ADAT2	8.44846547931648
ADAT3	9.07402225747608
ADCK1	9.40410812301533
ADCK2	10.0901759943743
ADCK5	8.79857310204901
ADCY1	10.943754684057
ADCY10	6.26106677801265
ADCY10P1	8.87101130712611
ADCY2	6.68798691494757
ADCY3	10.4933786296325
ADCY4	10.7501624149285
ADCY5	11.0427642807692
ADCY6	12.5440262906972
ADCY7	10.4634312833014
ADCY9	12.9474206686898
ADCYAP1	5.1176360632846
ADCYAP1R1	4.09245356035813
ADD1	13.8807486566217
ADD2	3.87914730961718
ADD3	13.1326571902182
ADGRA1	5.21560380108677
ADGRA2	11.2093818796163
ADGRA3	11.0527398601302
ADGRB1	7.00059232137847
ADGRB2	8.59352034486522
ADGRB3	6.91750075956632
ADGRD1	7.82003283218418
ADGRE1	4.98945788004768
ADGRE2	9.04244294199009
ADGRE3	3.76738229392094
ADGRE4P	5.79317013053802
ADGRE5	10.9277073444885
ADGRF1	11.5075203294271
ADGRF3	8.50058809290246
ADGRF5	14.2381650069421
ADGRG1	15.0265188113381
ADGRG2	7.97685746582972
ADGRG3	5.61087179614215
ADGRG4	2.37676853323542
ADGRG5	10.7358214526471
ADGRG6	11.450284482606
ADGRL1	11.508204761893
ADGRL2	12.3013218846924
ADGRL3	7.98693431142435
ADGRL4	8.75309556245803
ADGRV1	10.4469825973127
ADH1B	10.4469825973127
ADH1C	8.1476993147854
ADH5	12.4708164448441
ADH6	11.4073650999162
ADHFE1	10.7684128446992
ADI1	13.2275481293698
ADIPOQ	0.397763887231907
ADIPOR1	12.1263107078044
ADIPOR2	11.6681514137097
ADIRF	11.2977295920368
ADK	9.88205505209341
ADM	11.3409101173122
ADM2	11.9602713252308
ADM5	7.48117215401078
ADNP	12.3393799548748
ADNP-AS1	7.22618355464953
ADNP2	11.3240487242732
