Symbol	B6B
A1BG	6.56313110100695
A1BG-AS1	5.9773624992261
A1CF	11.8327903301824
A2M	15.6706586370299
A2M-AS1	7.64575635487831
A4GALT	11.8108897438935
A4GNT	7.40872277572799
AAAS	11.0100348576299
AACS	10.5643309540702
AACSP1	5.64944008827345
AADAT	8.47437612478518
AAED1	8.00325506598634
AAGAB	10.825355714268
AAK1	13.3883476075463
AAMDC	8.97872300354488
AAMP	12.1653950274225
AANAT	5.60994662760099
AAR2	10.7570242184829
AARD	6.11399446023066
AARS	12.9142489977535
AARS2	10.9114742946332
AASDH	9.68882730791338
AASDHPPT	10.0295961382406
AASS	12.3108339144318
AATBC	8.21294266745509
AATF	11.0217587466464
AATK	9.82113400312402
ABALON	7.79560865679569
ABAT	14.4591424988544
ABCA1	12.536581718603
ABCA10	9.36640692121229
ABCA11P	8.25227345780983
ABCA12	6.19626632571963
ABCA13	6.26963494777061
ABCA2	12.9235233434084
ABCA3	10.8325498083881
ABCA4	8.27945111839761
ABCA5	11.3112650438822
ABCA6	9.95567799937039
ABCA7	10.3890927587971
ABCA8	10.7935237651647
ABCA9	9.3731538229043
ABCB1	12.7893098498792
ABCB10	10.2412317373277
ABCB4	7.76807415157607
ABCB6	10.7893776079002
ABCB7	10.2990118610277
ABCB8	11.4005810997785
ABCB9	9.1266983481773
ABCC1	11.4943836873095
ABCC10	11.492838889746
ABCC11	4.70959478137483
ABCC2	13.1826487903994
ABCC3	11.607254848813
ABCC4	12.8079180492369
ABCC5	11.8554189921084
ABCC6	13.7048126293868
ABCC6P1	10.8304318376385
ABCC6P2	8.83932205845134
ABCC8	6.78846483169994
ABCC9	10.3432403534984
ABCD1	10.3250818318323
ABCD2	6.91840205516423
ABCD3	12.2478760820214
ABCD4	11.9555426036252
ABCE1	10.1401957596182
ABCF2	11.3270072322244
ABCF3	11.7423805393611
ABCG1	11.1471306185598
ABCG2	8.97136790105519
ABCG5	6.67661367582387
ABCG8	5.39368272834898
ABHD1	7.76807415157607
ABHD10	11.1448745397565
ABHD11	10.2907441957623
ABHD11-AS1	5.64944008827345
ABHD12	11.2014795696753
ABHD13	9.02851125387268
ABHD14A	9.98255492131184
ABHD14B	12.7246333729235
ABHD15	11.1488967903096
ABHD16B	8.74758672284245
ABHD17A	11.1073698816238
ABHD17B	9.8655896232409
ABHD17C	9.3397954641386
ABHD18	10.1317685463562
ABHD2	12.9735446655378
ABHD3	9.23614999344961
ABHD4	10.8634128887334
ABHD5	10.0273797388814
ABHD6	11.8203051142189
ABHD8	9.88964019700069
ABI1	11.1645557782502
ABI2	12.3178417028981
ABI3	9.82113400312402
ABI3BP	10.54828869113
ABL1	12.5443770917721
ABL2	11.7223218254533
ABLIM1	14.0304254684176
ABLIM2	9.80846155599383
ABLIM3	11.0036428210984
ABO	10.4688054283146
ABR	12.7569560968574
ABRA	6.47475054180966
ABRACL	8.69727703283584
ABT1	9.66639555315117
ABTB1	10.5466104115927
ABTB2	11.3338562839975
ACAA1	14.0949040515505
ACAA2	13.5767661779576
ACACA	12.0689043767242
ACACB	13.5782950128265
ACAD10	12.5580646117356
ACAD8	11.2939032973674
ACAD9	11.6640977989598
ACADL	10.4130824112698
ACADM	12.5356624633342
ACADS	11.9014686302953
ACADSB	13.8050048512855
ACADVL	14.1472961168109
ACAN	9.17489740957004
ACAP1	9.62673506943258
ACAP2	11.0165944143016
ACAP3	11.5108768810025
ACAT1	13.8380776330754
ACAT2	9.29027682719201
ACBD3	10.9173613114759
ACBD4	11.6068291246331
ACBD5	11.4238636559332
ACBD6	10.1661846195383
ACCS	10.9055625977846
ACD	9.38324992864954
ACE	12.8560354011596
ACE2	13.3595371653505
ACER2	8.39704854769143
ACER3	10.5502062723562
ACHE	7.40872277572799
ACIN1	12.8050921065751
ACKR1	6.89795839613296
ACKR2	7.89554243451027
ACKR3	8.98632887600225
ACKR4	7.62566628732432
ACLY	13.94813453752
ACMSD	12.2639695293573
ACO1	13.7397672987941
ACO2	13.9846355703357
ACOT1	9.26465946890978
ACOT11	12.0959402743612
ACOT12	8.04165545708676
ACOT13	11.565816293645
ACOT2	11.6730256866227
ACOT4	9.90014640256068
ACOT6	7.93117878076529
ACOT7	12.1094942049686
ACOT8	10.0357062928809
ACOT9	10.4026038515843
ACOX1	13.6760619301875
ACOX2	12.5923701639889
ACOX3	10.7425523193186
ACOXL	4.85527564303228
ACP1	11.2646409738697
ACP2	11.5218938914784
ACP5	13.1724807125652
ACP6	10.7903466868911
ACPP	11.2672885216734
ACPT	6.69696659150999
ACRBP	7.32349814619437
ACSBG1	6.03330125239979
ACSBG2	7.690014299482
ACSF2	14.4060643478127
ACSF3	11.2841476007678
ACSL1	13.9342809506666
ACSL3	11.1350053650223
ACSL4	12.2108357036881
ACSL5	9.49244655790602
ACSL6	9.69641855412421
ACSM1	6.67661367582387
ACSM2A	14.3442228278499
ACSM2B	14.9075769272784
ACSM3	12.2997641364739
ACSM5	11.6659415635272
ACSM6	7.31304594548068
ACSS1	12.6115388113363
ACSS2	13.0853771099992
ACSS3	11.835091450402
ACTA1	4.70959478137483
ACTA2	11.0514976221394
ACTA2-AS1	6.11399446023066
ACTB	16.0104685215756
ACTC1	5.64944008827345
ACTG1	15.0685878558068
ACTG1P20	7.89554243451027
ACTG1P4	7.72248823902307
ACTG2	4.61145334392927
ACTL10	8.43992074242603
ACTL6A	9.59222048944461
ACTN1	11.5204774537186
ACTN2	5.60994662760099
ACTN3	5.08884217003472
ACTN4	15.0170102008244
ACTR10	10.6952015349162
ACTR1A	11.9504948976978
ACTR1B	11.8630415374135
ACTR2	12.4000155875977
ACTR3	11.741116065904
ACTR3B	9.2783412735791
ACTR3C	9.75386075323365
ACTR5	9.24552123039068
